qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q176996,外科手術,Q796194,polymerase chain reaction,ポリメラーゼ連鎖反応,in vitro method for producing large amounts of specific DNA or RNA fragments from small amounts of short oligonucleotide primers,DNAサンプルの特定領域を増幅させる反応または技術,D016133,,,,
Q7294218,外科手術,Q796194,Rapid plasma reagin,,Test for syphilis,,,,,,
Q552065,外科手術,Q796194,turbinectomy,,surgical removal of the turbinate bones in the nasal passage,,,,,,
Q58850152,外科手術,Q796194,Dendritic Cell-based Immunotherapy in Treatment Gastric Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850171,外科手術,Q796194,Combined Immunotherapy and Radiosurgery for Metastatic Colorectal Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850257,外科手術,Q796194,"Durvalumab, Tremelimumab, and Selumetinib in Treating Participants With Recurrent or Stage IV Non-small Cell Lung Cancer",,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850185,外科手術,Q796194,Immunotherapy in Combination With Chemoradiation in Patients With Advanced Solid Tumors,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850223,外科手術,Q796194,Immunotherapy of Advanced Cancer Using a Combination Nimotuzumab and NK Cells,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850246,外科手術,Q796194,Immunotherapy in Combination With Chemotherapy in Small-cell Lung Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850212,外科手術,Q796194,QUILT-2.025 NANT Neoepitope Yeast Vaccine (YE-NEO-001): Adjuvant Immunotherapy Using a Personalized Neoepitope Yeast-Based Vaccine To Induce T-Cell Responses In Subjects W/ Previously Treated Cancers.,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850233,外科手術,Q796194,Personalized Immunotherapy in Adults With Advanced Cancers Immunotherapy in Adults With Advanced Cancers,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850161,外科手術,Q796194,Study of Adoptive Immunotherapy Using Autologous CD8+ NY-ESO-1-Specific T Cells and the NY-ESO-1 Immunostimulatory Agents LV305 or CMB305 For Patients With Sarcoma,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850199,外科手術,Q796194,Study of Immunotherapy in Combination With Chemotherapy in HER2-negative Inflammatory Breast Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q44516,外科手術,Q796194,Pfannenstiel incision,,surgical incision of the abdomen,,,,,,
Q16251731,外科手術,Q796194,eugenics in California,,state-sponsored sterilization program in California (1909-1979),,,,,,
Q576379,外科手術,Q796194,oxidase test,,microbiological and biochemical method for identification,,,,,,
Q1228381,外科手術,Q796194,Dische test,,chemical test,,,,,,
Q1028104,外科手術,Q796194,Camberwell family interview,,,,,,,,
Q1035871,外科手術,Q796194,Career Counselling for Teachers,,,,,,,,
Q1389495,外科手術,Q796194,Frankfurt Attention Inventory,,a psychological test to assess the ability to pay attention and concentrate,,,,,,
Q1229320,外科手術,Q796194,Dissociative Experiences Scale,解離体験尺度,questionnaire to screen for dissociative identity disorder,,,,,,
Q690838,外科手術,Q796194,vasectomy,精管切除,surgical procedure for male sterilization,精巣で作られた精子が亀頭先まで流れる精管を切断または縛ることで、精子を含有した精液の放出を遮断する不妊手術,D014659,,,,
Q134126038,外科手術,Q796194,Cardio Check-Up,,,,,,,,
Q332126,外科手術,Q796194,ELISA,ELISA,assay,試料の分析方法,D004797,,,,C0014441
Q1440411,外科手術,Q796194,Life Satisfaction Questionnaire,,a psychological test that records the extent of life satisfaction,,,,,,
Q1397988,外科手術,Q796194,Gießen-Test,,,,,,,,
Q6511697,外科手術,Q796194,lecithin–sphingomyelin ratio,,test of fetal amniotic fluid to assess for fetal lung immaturity,,,,,,
Q1572130,外科手術,Q796194,Halphen test,,,,,,,,
Q104045804,外科手術,Q796194,cerebrospinal fluid culture,,,,,,,,C0430403
Q4417208,外科手術,Q796194,HeartScore,,cardiovascular disease risk assessment,,,,,,
Q1453858,外科手術,Q796194,Freiburg Complaints List,,standardized German-language questionnaire for physical and psychological complaints,,,,,,
Q1664214,外科手術,Q796194,Multiple Sleep Latency Test,多睡眠潜伏検査,Diagnostic tool used to diagnose sleep disorders,,,,,,C0519186
Q12147139,外科手術,Q796194,passive hemagglutination test,,,,,,,,
Q1255660,外科手術,Q796194,Sexual Compulsivity Scale,,medical diagnostic method,,,,,,
Q2089665,外科手術,Q796194,PiCCO,,,,,,,,
Q4119199,外科手術,Q796194,xenodiagnosis,,method for diagnosing a disease in one organism by inoculating the putative causative organism in a second animal of a different species,,D020525,,,,C0751962
Q464600,外科手術,Q796194,Millon's reagent,,reagent to detect for soluble proteins,,,,,,
Q444351,外科手術,Q796194,dual-energy X-ray absorptiometry,二重エネルギーX線吸収測定法,diagnostic test for bone mineral density testing,,,,,,
Q74148,外科手術,Q796194,Voges-Proskauer test,フォーゲス・プロスカウアー試験,microbiological and biochemical method for identification,,,,,,
Q961880,外科手術,Q796194,Magnetic field imaging,磁場画像法,noninvasive and contact-free cardiac diagnostic method,,,,,,
Q5690140,外科手術,Q796194,Heaf test,,Skin test,,,,,,
Q15791819,外科手術,Q796194,alpha-hemolysis,,,,,,,,
Q15122611,外科手術,Q796194,Frankfurt Adaptive Concentration Test,,medical diagnostic method,,,,,,
Q16974010,外科手術,Q796194,Lp-LpA2,,,,,,,,
Q1139225,外科手術,Q796194,Pavlov's dog,,a reference to experiments in classical conditioning made by the Russian physiologist Ivan Pavlov using dogs,,,,,,
Q17354211,外科手術,Q796194,compulsory admission,,,,,,,,
Q18482123,外科手術,Q796194,molecular analysis of fragile X syndrome,,,,,,,,
Q104462307,外科手術,Q796194,PCR test,,test using the PCR method,,,,,,
Q4672365,外科手術,Q796194,Acceptable behaviour contract,,,,,,,,
Q17008767,外科手術,Q796194,Concept-Oriented Reading Instruction,,reading intervention,,,,,,
Q130206998,外科手術,Q796194,St Joseph's comprehensive secondary school ogidi,,"Secondary school in ogidi, Anambra State",,,,,,
Q2385499,外科手術,Q796194,colovaginoplasty,,neovaginoplasty technique using a piece of the sigmoid colon,,,,,,
Q121713,外科手術,Q796194,acupuncture,鍼,form of alternative medicine,身体の特定の点を刺激するために専用の鍼を生体に刺入または接触する治療法,D026881,,,,C0001299
Q17118879,外科手術,Q796194,peanut butter test,,diagnostic test for Alzheimer's disease,,,,,,
Q110548423,外科手術,Q796194,Cloverleaf principle,,Measure to keep ICUs from collapsing by transferring COVID-19 patients to other groupings of federal lands,,,,,,
Q4834648,外科手術,Q796194,BASDAI,,validated diagnostic test,,,,,,
Q33378644,外科手術,Q796194,excision,,using physical means to remove a portion of a substance from the rest,,,,,,C0728940
Q3144952,外科手術,Q796194,Progestin challenge,,medical diagnostic method,,,,,,
Q708232,外科手術,Q796194,arthroscopy,関節鏡,medical procedure,,D001182,,,,
Q1827344,外科手術,Q796194,lipoprotein electrophoresis,,Laboratory Procedure,,,,,,C0202121
Q7157263,外科手術,Q796194,Peabody Picture Vocabulary Test,ピーボディー絵画語彙テスト,psychological test,,,,,,
Q1277086,外科手術,Q796194,D2 Test of Attention,,Neuropsychological test,,,,,,
Q25111413,外科手術,Q796194,sweat diagnostics,,medical diagnostic method,,,,,,C0430179
Q13405610,外科手術,Q796194,attachment in children,,biological instinct,,,,,,
Q2007775,外科手術,Q796194,ONPG test,,microbiological and biochemical method for identification,,,,,,
Q1127628,外科手術,Q796194,sialography,,radiological technique,,D012796,,,,C1659593
Q24884951,外科手術,Q796194,Anti-DNase B,,Antibody produced during Strep infection,,,,,,
Q7233734,外科手術,Q796194,Post bronchodilator test,,medical diagnostic method,,,,,,
Q7602980,外科手術,Q796194,State-Trait Anxiety Inventory,STAI,psychological inventory,,,,,,
Q12331267,外科手術,Q796194,Pennhip,,diagnostic procedure for assessing hip laxity in dogs,,,,,,
Q7826263,外科手術,Q796194,Toronto Alexithymia Scale,,"measure of deficiency in understanding, processing, or describing emotions",,,,,,
Q2323044,外科手術,Q796194,Da Vinci Surgical System,da Vinci,robotic surgical system,インテュイティヴ・サージカル社が開発したマスタースレイブ型内視鏡下手術用の手術用ロボット,,,,,
Q42915980,外科手術,Q796194,Florida Civil Commitment Center,,,,,,,,
Q120719251,外科手術,Q796194,involuntary hospitalization of Joyce Brown,,1987 committal in New York,,,,,,
Q707818,外科手術,Q796194,arteriography,,medical imaging technique,,,,,,
Q837188,外科手術,Q796194,ophthalmoscopy,眼底検査,"test that allows a health professional to see inside the fundus of the eye and other structures using an ophthalmoscope, crucial in determining the health of the retina, optic disc, and vitreous humor",,D009887,,,,C0029090
Q7912791,外科手術,Q796194,Values in Action Inventory of Strengths,,proprietary psychological assessment measure,,,,,,
Q3985055,外科手術,Q796194,sodium metabisulphite test,,laboratory test used for the diagnosis of sickle cell anemia,,,,,,
Q1425554,外科手術,Q796194,lymphogram,,medical imaging technique to visualise the lymphatic system,,D008220,,,,
Q1059391,外科手術,Q796194,Sally–Anne test,サリーとアン課題,psychological test,,,,,,
Q5973081,外科手術,Q796194,IPPA,,physical examination,,,,,,
Q111495301,外科手術,Q796194,Magnetic Slime Robot,,"Self Healing Soft Robot made up of polyvinyl alcohol, borax and Neodymium magnet particles",,,,,,
Q96414332,外科手術,Q796194,Watson-Schwartz test,,screening test for diagnosing intermittent porphyria,,,,,,
Q96415517,外科手術,Q796194,work-integrated learning,,applied learning from academic studies to relevant experiences,,,,,,
Q96463136,外科手術,Q796194,Structured Clinical Interview for DSM-IV®︎ Dissociative Disorders (SCID-D-R),,diagnostic interview for DSM dissociative disorders,,,,,,
Q15709279,外科手術,Q796194,Prosigna,,prognostic gene expression assay for breast cancer,,,,,,
Q1336728,外科手術,Q796194,GAD-2,,two-item anxiety disorder screening instrument,,,,,,
Q22908087,外科手術,Q796194,electromagnetic articulography,,method to measure the position of parts of the mouth,,,,,,
Q1101522,外科手術,Q796194,Clinical Opioid Withdrawal Scale,,medical diagnostic method,,,,,,
Q1102256,外科手術,Q796194,clonidine suppression test,,diagnostic test,,,,,,
Q2118005,外科手術,Q796194,pulse contour analysis,,,,,,,,C2711002
Q3331919,外科手術,Q796194,bone marrow differential,,,,,,,,C1831354
Q848318,外科手術,Q796194,mastectomy,乳房切除術,surgical removal of one or both breasts,外科的医療処置,D008408,,,,C0024881
Q827390,外科手術,Q796194,gastrectomy,胃切除術,partial or total surgical removal of the stomach,,D005743,,,,C0017118
Q7368536,外科手術,Q796194,Rosenberg self-esteem scale,,Self-report questionnaire,,,,,,
Q1550257,外科手術,Q796194,Widal test,ビダール反応,microbiological method using antibodies,腸チフス・パラチフスの診断法,,,,,
Q115008584,外科手術,Q796194,FasterEFT,,type of alternative treatment,,,,,,
Q8063037,外科手術,Q796194,ZEUS robotic surgical system,,System for minimally invasive microsurgery,,,,,,
Q323044,外科手術,Q796194,ABR-Test,,immunological method,,,,,,
Q5376426,外科手術,Q796194,Endospore staining,,technique used in bacteriology to identify the presence of endospores in a bacterial sample,,,,,,
Q307738,外科手術,Q796194,Cover test,,examination to determine eye misalignment,,,,,,
Q476415,外科手術,Q796194,Kastle-Meyer test,カスル・マイヤー試験,Blood test utilizing phenolphthalein,,,,,,
Q1000221,外科手術,Q796194,Pentagastrin-stimulated calcitonin test,,diagnostic test for medullary carcinoma of the thyroid (MTC),,,,,,
Q1484539,外科手術,Q796194,Generalized Anxiety Disorder 7,全般性不安障害7,seven-item anxiety disorder screening instrument,,,,,,
Q5445358,外科手術,Q796194,Ferriman–Gallwey score,,method of evaluating hirsutism in women,,,,,,
Q942976,外科手術,Q796194,Pap test,パップテスト,screening test used to detect potentially pre-cancerous and cancerous processes in the endocervical canal,,D065006,,,,C3541459
Q81058,外科手術,Q796194,homeopathy,ホメオパシー,"system of pseudoscientific alternative medicine based on the doctrine of ""like cures like""",「似たものが似たものを治す」という理論による疑似科学的な代替医療,D006705,,,,C0684199
Q9357584,外科手術,Q796194,synovial fluid mucin clot test,,,,,,,,C0200651
Q7404865,外科手術,Q796194,salivary diagnostics,,diagnostic technique involving laboratory analysis of saliva,,,,,,
Q1010281,外科手術,Q796194,Burch-Wartofsky score,,diagnostic test,,,,,,
Q58850144,外科手術,Q796194,QUILT-3.070:Pancreatic Cancer Vaccine: Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q213403,外科手術,Q796194,naturopathy,,"form of alternative medicine, drugless system of therapy",,D009324,,,,C0027495
Q1737034,外科手術,Q796194,Kaufman Assessment Battery for Children,K-ABC,psychological test,,,,,,
Q16295100,外科手術,Q796194,Tübingen Questionnaire for Recording Pain Behaviour,,"German modification of the Pain Behaviour Checklist (PBC), a questionnaire for assessing pain behaviour, developed in 1991 by German neuropsychologist Herta Flor",,,,,,
Q1758990,外科手術,Q796194,Bagolini Striated Glasses Test,,subjective clinical test for binocular functions,,,,,,
Q5883637,外科手術,Q796194,Holmes and Rahe stress scale,社会的再適応評定尺度,psychological scale,,,,,,
Q7131071,外科手術,Q796194,Panic Disorder Severity Scale,パニック障害重症度尺度,questionnaire for anxiety assessment,,,,,,
Q7131084,外科手術,Q796194,Panic and Agoraphobia Scale,パニック障害・広場恐怖症評価尺度,psychological rating scale,,,,,,
Q3177088,外科手術,Q796194,trabeculectomy,,surgical removal of part of the eye's trabecular meshwork and adjacent structures,,D014130,,,,
Q1474590,外科手術,Q796194,functional imaging,,medical imaging technique,,,,,,
Q3361964,外科手術,Q796194,pancreatectomy,膵切除術,surgical removal of all or part of the pancreas,,D010180,,,,C0030279
Q2893010,外科手術,Q796194,house-tree-person test,HTPテスト,"psychological test in which the client is asked to make a drawing that includes a house, a tree and a person, after which the therapist asks several questions about each",心理学のテスト,,,,,
Q1929014,外科手術,Q796194,glycemic load,グリセミック負荷,estimate of how much a quantity of food will raise a person's blood glucose level,,D000067940,,,,C4042927
Q356405,外科手術,Q796194,bloodletting,瀉血,"therapy, now rarely used in medicine",血液を排出させる治療法,D001815,,,,
Q5597977,外科手術,Q796194,Gravindex,,agglutination inhibition test performed to detect pregnancy,,,,,,
Q1500020,外科手術,Q796194,PHQ Stress Module,,,,,,,,
Q1568549,外科手術,Q796194,vulvectomy,,surgical removal of all or part of the vulva,,D000074883,,,,C0195066
Q17002517,外科手術,Q796194,Attachment measures,,psychological technique,,,,,,
Q1743663,外科手術,Q796194,Kirton Adaption-Innovation-Inventory,,,,,,,,
Q6535196,外科手術,Q796194,Levenson Self-Report Psychopathy Scale,,research measure of psychopathy,,,,,,
Q1951134,外科手術,Q796194,movement assessment battery for children,,,,,,,,
Q2044157,外科手術,Q796194,PHQ panic module,,,,,,,,
Q6543919,外科手術,Q796194,Liebowitz social anxiety scale,Liebowitz社交不安尺度,,,,,,,
Q5644839,外科手術,Q796194,Hamilton Anxiety Rating Scale,ハミルトン不安尺度,questionnaire to rate anxiety severity,,,,,,
Q5097706,外科手術,Q796194,Child Behavior Checklist,子どもの行動チェックリスト,method of identifying problem behavior in children,,,,,,
Q17004912,外科手術,Q796194,Childhood Autism Spectrum Test,幼年期自閉症スペクトラム検査,formerly the Childhood Asperger Syndrome Test,,,,,,
Q3410767,外科手術,Q796194,pulpectomy,,removal of all the material in the pulp chamber and root canal of a tooth,,D011670,,,,C0034102
Q58850062,外科手術,Q796194,131I-omburtamab Radioimmunotherapy for Neuroblastoma Central Nervous System/Leptomeningeal Metastases,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58849965,外科手術,Q796194,"Clinical Trials Comparing Immunotherapy Plus Stereotactic Ablative Radiotherapy (I-SABR) Versus SABR Alone for Stage I, Selected Stage IIa or Isolated Lung Parenchymal Recurrent Non-Small Cell Lung Cancer: I-SABR",,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850047,外科手術,Q796194,Allogeneic Immunotherapy for Hematological Malignancies by Selective Depletion of Regulatory T Cells,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850103,外科手術,Q796194,"An Efficacy and Safety Study of JNJ-64041757, a Live Attenuated Listeria Monocytogenes Immunotherapy, in Combination With Nivolumab Versus Nivolumab Monotherapy in Participants With Advanced Adenocarcinoma of the Lung",,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850120,外科手術,Q796194,Chemoradiation vs Immunotherapy and Radiation for Head and Neck Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58849974,外科手術,Q796194,QUILT-3.039: NANT Pancreatic Cancer Vaccine: Combination Immunotherapy in Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850054,外科手術,Q796194,Immunotherapy With Neo-adjuvant Chemotherapy for OVarian Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58849992,外科手術,Q796194,Open Label Immunotherapy Trial of Inoperable Pancreatic Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58849999,外科手術,Q796194,QUILT-3.044: NANT Non-small Cell Lung Cancer (NSCLC) Vaccine: Combination Immunotherapy in Subjects With NSCLC Who Have Progressed After Treatment With PD-1/PD-L1 Inhibitors,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850021,外科手術,Q796194,NANT Triple Negative Breast Cancer (TNBC) Vaccine: Combination Immunotherapy in Subjects With TNBC Who Have Progressed on or After Anthracycline-based Chemotherapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850005,外科手術,Q796194,QUILT-3.047: NANT Head and Neck Squamous Cell Carcinoma (HNSCC) Vaccine: Combination Immunotherapy in Subjects With HNSCC Who Have Progressed on or After Chemotherapy and PD-1/PD-L1 Therapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850014,外科手術,Q796194,QUILT-3.050: NANT Colorectal Cancer (CRC) Vaccine: Combination Immunotherapy in Subjects With Recurrent or Metastatic CRC,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850093,外科手術,Q796194,Immunotherapy With BCMA CAR-T Cells in Treating Patients With BCMA Positive Relapsed or Refractory Multiple Myeloma,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850040,外科手術,Q796194,Neoadjuvant Immunotherapy With Durvalumab and Tremelimumab for Bladder Cancer Patients Ineligible for Cisplatin,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850031,外科手術,Q796194,QUILT-3.051: NANT Ovarian Cancer Vaccine: Combination Immunotherapy in Subjects With Epithelial Ovarian Cancer Who Have Progressed on or After Standard-of-care (SoC) Therapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850072,外科手術,Q796194,Priming Immunotherapy in Advanced Disease With Radiation,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58849985,外科手術,Q796194,The Safety and Antitumor Activity of the Combination of Oregovomab and Hiltonol in Recurrent Advanced Ovarian Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850087,外科手術,Q796194,QUILT-3.060: NANT Pancreatic Cancer Vaccine: Molecularly Informed Integrated Immunotherapy in Subjects With Pancreatic Cancer Who Have Progressed on or After Standard-of-care Therapy,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850136,外科手術,Q796194,QUILT-3.067: NANT Triple Negative Breast Cancer (TNBC) Vaccine: Molecularly Informed Integrated Immunotherapy in Subjects With TNBC Who Have Progressed on or After Standard-of-care Therapy.,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850080,外科手術,Q796194,T Cell Immunotherapy for Advanced Ovarian Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850127,外科手術,Q796194,SBRT With Immunotherapy in Early Stage Non-small Cell Lung Cancer: Tolerability and Lung Effects,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q58850111,外科手術,Q796194,VX15/2503 and Immunotherapy in Resectable Pancreatic and Colorectal Cancer,,"clinical trial related to cancer immunotherapy, retrieved from clinicaltrials.gov",,,,,,
Q3116172,外科手術,Q796194,Gingival graft,,,,,,,,
Q1484330,外科手術,Q796194,Hirschberg test,,screening test for strabismus,,,,,,
Q16636035,外科手術,Q796194,Veterinary hemodialysis,,,,,,,,
Q16889403,外科手術,Q796194,Tennessee Self-Concept Scale,,,,,,,,
Q2984475,外科手術,Q796194,vaginectomy,,surgical removal of all or part of the vagina,,,,,,
Q2807637,外科手術,Q796194,Vienna Test System,,digital psychological assessment system,,,,,,
Q4176369,外科手術,Q796194,Bogardus social distance scale,,,,,,,,
Q17009802,外科手術,Q796194,Primodos,,hormone-based pregnancy test,,,,,,
Q5629089,外科手術,Q796194,hCG pregnancy strip test,,,,,,,,
