qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q136147236,症状,Q169872,Phantom sense,VR感覚,an apparent sensations reported by users of virtual reality platforms,,,,,,
Q2711291,症状,Q169872,familial hypercholesterolemia,家族性高コレステロール血症,familial hyperlipidemia characterized by very high levels of low-density lipoprotein (LDL) and early cardiovascular disease,,D006938,,,,C0020445
Q3801602,症状,Q169872,hypoganglionosis,,rare congenital nervous system disorder,,,Q43.2,751.3,,CL495526
Q1477,症状,Q169872,ulcerative colitis,潰瘍性大腸炎,inflammatory bowel disease that causes ulcers in the colon,大腸の粘膜に潰瘍や糜爛を生じる炎症性疾患,D003093,,,,C0009324
Q3843800,症状,Q169872,chronic congestive splenomegaly,,chronic congestive enlargement of the spleen[2] resulting in premature destruction of the red blood cells by the spleen.,,C537903,,,,C0154307
Q5247663,症状,Q169872,deathbed phenomena,死床現象,range of phenomena reported by dying people,終末期の患者などが自らの死に臨み、すでに亡くなった存在やその他の事象といった、通常では見たり体験することのできない事物を感知する経験のこと,,,,,
Q114263778,症状,Q169872,Kagami Wakatsuki,,fictional character from Wonderful Everyday,,,,,,
Q114264196,症状,Q169872,Tsukasa Wakatsuki,,Fictional character from Wonderful Everyday,,,,,,
Q1758551,症状,Q169872,Makyo,魔境,"""Ghost cave"": Zen Buddhist concept",,,,,,
Q1137767,症状,Q169872,muscular dystrophy,筋ジストロフィー,diseases that weaken the body's muscles,肉の筋線維の壊死と難再生を原因とした進行性の筋力低下を特徴とする遺伝性疾患に対する総称,D009136,,,,C0026850
Q1343645,症状,Q169872,Hirschsprung's disease,ヒルシュスプルング病,congenital disorder of digestive system,,D006627,,,,C0019569
Q22683159,症状,Q169872,diaphragmatic paralysis,横隔膜麻痺,,,,,,,
Q1141499,症状,Q169872,Ehlers-Danlos syndrome,エーラス・ダンロス症候群,group of genetic connective tissue disorders,コラーゲン線維形成機構の異常を原因とする症候群,D004535,,,,C0013720
Q622901,症状,Q169872,Korsakoff's syndrome,コルサコフ症候群,mental illness caused by a lack of thiamine in the brain,健忘症・明示的記憶の障害・作話などの特徴を持つ中枢神経系障害,D020915,F04,294.0,,C0349464
Q11075191,症状,Q169872,post-war chaos period,戦後混乱期,,第二次世界大戦終戦直後の日本の政治経済が混乱した時期,,,,,
Q104179175,症状,Q169872,postpartum bleeding,,,,,,,,
Q1331116,症状,Q169872,Alport syndrome,アルポート症候群,"monogenic disease characterized by glomerulonephritis, endstage kidney disease, and hearing loss",,D009394,Q87.8,759.89,,C0027706
Q2318621,症状,Q169872,hypnopompic hallucination,,hallucination that occur during the period of awakening,,,R44.2,,,
Q3508622,症状,Q169872,Bickerstaff's encephalitis,,rare inflammatory brain disease,,,G04.8,323.62,,C1960543
Q1336034,症状,Q169872,sitosterolemia,シトステロール血症,rare autosomal recessively inherited lipid metabolic disorder,,C537345,,,,C0342907
Q2628677,症状,Q169872,Marinesco-Sjogren syndrome,,"Marinesco-Sjogren syndrome (MSS) belongs to the group of autosomal recessive cerebellar ataxias. Cardinal features of MSS are cerebellar ataxia, congenital cataract, and delayed psychomotor development.",,,,,80734006,C0024814
Q135864191,症状,Q169872,repressed memory,,theory that memory may be stored in the unconscious mind,,,,,,
Q3501283,症状,Q169872,dextro-transposition of the great arteries,右旋性大血管転位,congenital heart disease characterized by complete inversion of the great vessels where the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle,,,,745.10,,C1275836
Q135920439,症状,Q169872,olfactory or gustatory hallucination,,hallucination(s) affecting the senses of smell and taste,,,,,,
Q131630827,症状,Q169872,Happy,,"blue unicorn or alicorn stallion, imaginary friend in Happy!",,,,,,
Q113360718,症状,Q169872,Plank,,"fictional character (imaginary friend) from Ed, Edd n Eddy",,,,,,
Q65501350,症状,Q169872,Peroxisomal disease (except Adrenoleukodystrophy),ペルオキシソーム病,,ヒトの疾患,,,,,
Q65213321,症状,Q169872,Eosinophilic sinusitis,,,,,,,,C3203546
Q65213680,症状,Q169872,vascular sling,,,,,,,,C0345041
Q65213795,症状,Q169872,LMX1B-associated nephropathy,,,,,,,,
Q65212710,症状,Q169872,Infant huge hepatic hemangioma,,,,,,,,
Q65213259,症状,Q169872,Delayed endolymphatic hydrops,,,,,,,,
Q65213208,症状,Q169872,Juvenile-onset bilateral sensorineural hearing loss,,,,,,,,
Q65213532,症状,Q169872,Congenital anomalies syndrome,,,,,,,,
Q65213418,症状,Q169872,Progressive leukoencephalopathy,,,,,,,,
Q65213608,症状,Q169872,Congenital pulmonary vein stenosis,,,,,,,,
Q65214073,症状,Q169872,Trifunctional protein deficiency,,,,,,,,
Q65214555,症状,Q169872,Anterior segment dysgenesis,,,,,,,,
Q65214410,症状,Q169872,Inherited glycosylphosphatidylinositol deficiency,,,,,,,,
Q65214459,症状,Q169872,Hereditary autoinflammatory syndrome,,,,,,,,
Q65214498,症状,Q169872,Idiopathic thrombosis,,,,,,,,
Q109910786,症状,Q169872,Idiopathic portal hypertension,,,,,,,,
Q4420119,症状,Q169872,Geschwind syndrome,,potential personality changes over time associated with temporal lobe epilepsy,,,,,,
Q16673158,症状,Q169872,magiphrenic syndrome,,mental disorder,,,,,,
Q56014002,症状,Q169872,chronic intestinal pseudoobstruction,,medical condition,,,,,,C0238062
Q838018,症状,Q169872,Capgras syndrome,カプグラ症候群,psychiatric disorder (syndrome) in which a person holds a delusion that a family member has been replaced by an identical imposter,精神疾患の一種,D002194,,,,C0006895
Q178194,症状,Q169872,cystic fibrosis,嚢胞性線維症,autosomal recessive disease characterized by the buildup of mucus,,D003550,E84,,190905008,C0010674
Q3297103,症状,Q169872,chromosome 1p36 deletion syndrome,,Human disease,,C535362,,,,C1842870
Q3441028,症状,Q169872,Norum disease,,disorder of lipoprotein metabolism,,D007863,,272.5,238091006,C0023195
Q555631,症状,Q169872,earworm,イヤーワーム,catchy piece of music that continually repeats through a person's mind after it is no longer playing,歌または音楽の一部分が心の中で強迫的に反復される現象,,,,,
Q911160,症状,Q169872,Ganser syndrome,拘禁反応,rare dissociative disorder previously classified as a factitious disorder,強制的に自由を抑圧される環境に置かれた人に表れる人格の変化,,F44.8,300.15,,C0086335
Q5071123,症状,Q169872,Osteochondritis dissecans,特発性大腿骨頭壊死症,medical condition,大腿骨の骨組織が壊死し、関節が変形・破壊する病気のうち、原因の不明なもの,,,,,C0029421
Q5340515,症状,Q169872,systemic scleroderma,全身性強皮症,"scleroderma that is characterized by fibrosis (or hardening) of the skin and major organs, as well as vascular alterations, and autoantibodies",,D012595,,,,C0036421
Q1283303,症状,Q169872,tricuspid atresia,三尖弁閉鎖症,tricuspid valve disease characterized by a missing or abnormally developed tricuspid heart value at birth,,D018785,Q22.4,746.1,,C0243002
Q4891136,症状,Q169872,Berdon syndrome,,syndrome that is characterized by marked dilatation of the bladder and microcolon and decreased intestinal peristalsis,,C536138,,,,C1608393
Q1046055,症状,Q169872,depressive syndrome,,accumulation of symptoms typical of depression,,,,,,C0086133
Q5134736,症状,Q169872,cloacal exstrophy,総排泄腔外反症,"bladder exstrophy-epispadias-cloacal exstrophy complex that is characterized by a defect in the urethra, bladder and bowel",,D000099005,,,,C1850321
Q38088209,症状,Q169872,reduction of energy potential,,"syndrome (constellation of symptoms), occurring in schizophrenia",,,,,,
Q1161568,症状,Q169872,granulomatosis with polyangiitis,ウェゲナー肉芽腫症,wegner granulomatosis,,D014890,,,,C0043092
Q3338656,症状,Q169872,chorea-acanthocytosis,神経有棘赤血球症,Human disease,,,,,,C0393576
Q335555,症状,Q169872,Sjögren's syndrome,シェーグレン症候群,hypersensitivity reaction type II disease affecting the exocrine glands,自己免疫疾患の一つ,D012859,,,,C0086981
Q65122499,症状,Q169872,Hepatic glycogenosis,,,,,,,,C0268145
Q65122739,症状,Q169872,Primary hyperchylomicronemia,,,,,,,,C1535978
Q16706028,症状,Q169872,thymoneuroleptic syndrome,,,,,,,,
Q5282843,症状,Q169872,distal muscular dystrophy,遠位型ミオパチー,"group of genetic disorders characterized by progressive muscular atrophy and muscle weakness beginning in the hands, the legs, or the feet",,D049310,,359.1,58795000,C0751336
Q21659432,症状,Q169872,SSRI-induced apathy syndrome,,,,,,,,
Q4652470,症状,Q169872,AL amyloidosis,全身性ALアミロイドーシス,medical condition,,D000075363,E85,277.3,,C0268381
Q56014262,症状,Q169872,continuous spikes and waves during sleep,,,,,,,,C5552731
Q55788887,症状,Q169872,congenital tricuspid stenosis,,human disease,,,,,,C0265836
Q55789331,症状,Q169872,congenital mitral stenosis,,human disease,,,,,,C0158618
Q55789414,症状,Q169872,mesial temporal lobe epilepsy with hippocampal sclerosis,,human disease,,,,,,C4749367
Q5326887,症状,Q169872,early myoclonic encephalopathy,,Human disease,,,,,,C0270855
Q3331925,症状,Q169872,myelomeningocele,,"spina bifida characterized by protrusion of the spinal cord through an opening, covered by meningeal membranes",,D008591,,,,C0025312
Q1262161,症状,Q169872,Leber hereditary optic neuropathy,レーベル遺伝性視神経症,Human disease,,D029242,,377.16,,C0917796
Q56298665,症状,Q169872,pseudoneurasthenic syndrome,,,,,F06.6,,,
Q3281284,症状,Q169872,Nasu-Hakola disease,,human disease,,C536329,,,,C1857316
Q1187697,症状,Q169872,adult-onset Still's disease,成人スティル病,"rare from of inflammatory arthritis characterized by fevers, rash, and joint pain",16歳以上の成人に発症する全身型若年性特発性関節炎（Still病）に類似した病態を示す疾患,D016706,,714.2,,C0085253
Q46545345,症状,Q169872,apathy-aboulia syndrome,,"psychopathological syndrome, characterised by apathy and aboulia, occurring in schizophrenia or after a brain damage",,,,,,
Q65122439,症状,Q169872,Skeletal muscle glycogenosis,,,,,,,,
Q4420150,症状,Q169872,psychological dependence,精神的依存,form of dependence that involves emotional,,,,,,
Q112412,症状,Q169872,congenital myopathy,先天性ミオパチー,human disease,フロッピーインファント症状を引き起こす疾患群,,G71.2,359.0,,C0027127
Q3144300,症状,Q169872,X-linked adrenal hypoplasia congenita,,adrenal cortical hypofunction that is characterized by a reduction in adrenal gland function resulting from incomplete development of the adrenal cortex and has material basis in the nuclear receptor NR0B1 (DAX1) gene,,,,,,
Q63871268,症状,Q169872,Extensive spinal canal stenosis,,,,,,,,
Q3153671,症状,Q169872,lysinuric protein intolerance,,Human disease,,C562687,,,367410007,C0268647
Q64425127,症状,Q169872,Alveolar hypoventilation syndrome,,,,C536281,,,,C3489730
Q25380070,症状,Q169872,hebephrenic syndrome,,"syndrome (constellation of symptoms), occurring in hebephrenic schizophrenia (hebephrenia)",,,,,,
Q63871310,症状,Q169872,Pituitary ADH secretion disorder,,,,,,,,
Q63878253,症状,Q169872,Idiopathic dilated cardiomyopathy,,,,,,,,
Q63992093,症状,Q169872,Asplenia syndrome,,,,,,,,
Q63992084,症状,Q169872,Polysplenia syndrome,,,,,,,,
Q64075897,症状,Q169872,Primary nephrotic syndrome,,,,,,,,
Q64075953,症状,Q169872,Primary membranoproliferative glomerulonephritis,,,,,,,,
Q64076010,症状,Q169872,Purpura nephritis,,,,,,,,
Q63874868,症状,Q169872,Autophagic vacuolar myopathy,,,,C536522,,,,
Q3281322,症状,Q169872,peroxisomal disease,,inherited metabolic disorder that involves peroxisome malfunction,,D018901,,,,C0282528
Q64556062,症状,Q169872,ACTH unresponsiveness,,,,,,,,
Q64556363,症状,Q169872,Vitamin D-dependent ricket,,,,,,,,
Q65122992,症状,Q169872,Congenital scoliosis with rib anomaly,,,,,,,,
Q65129785,症状,Q169872,Huge lymphatic malformation,,,,,,,,
Q65130205,症状,Q169872,Huge venous malformation,,,,,,,,
Q65130309,症状,Q169872,Huge arteriovenous malformation,,,,,,,,
Q65210003,症状,Q169872,Acquired pure red cell aplasia,,,,,,,,
Q65211128,症状,Q169872,Nonspecific multiple ulcers in the small intestine,,,,,,,,
Q65211701,症状,Q169872,"Hirschsprung disease, entire colon type",,,,,,,,
Q3338664,症状,Q169872,adult-onset basal ganglia disease,,Neuroferritinopathy is a late-onset type of neurodegeneration with brain iron accumulation (NBIA; see this term) characterized by progressive chorea or dystonia and subtle cognitive deficits,,C548080,,,699299001,C1853578
Q63869155,症状,Q169872,Myelopathic muscular atrophy,脊髄性筋萎縮症,,,,,,,
Q63878006,症状,Q169872,primary antiphospholipid syndrome,,,,,,,,C0409980
Q63879103,症状,Q169872,anterior hypopituitarism,,,,,,,,C4025821
Q63878996,症状,Q169872,Pituitary gonadotropin secretion hyperthyroidism,,,,,,,,C0342365
Q3278042,症状,Q169872,isovaleric acidemia,イソ吉草酸血症,organic acidemia disrupting or preventing normal metabolism of the branched-chain amino acid leucine,,C538167,,270.3,,C0268575
Q63963335,症状,Q169872,Non-dystrophic myotonia syndrome,,,,,,,,C1828221
Q63965400,症状,Q169872,Congenital cerebral hypomyelination,,,,,,,,C2677328
Q44313201,症状,Q169872,hallucinatory–paranoid syndrome,,"psychopathological syndrome (constellation of symptoms), occurring in schizophrenia, especially in paranoid schizophrenia",,,,,,
Q56014332,症状,Q169872,TSH-secreting pituitary adenoma,,rare adenoma of the anterior lobe of the pituitary gland that produces thyrotropin. It is usually associated with goiter and hyperthyroidism,,,,,,C0346303
Q1251847,症状,Q169872,phosphofructokinase deficiency,,Human disease,,D006014,,271.0,,C0017926
Q17143712,症状,Q169872,febrile infection-related epilepsy syndrome,,"an explosive-onset, potentially fatal acute epileptic encephalopathy that develops in previously healthy children and adolescents following the onset of a non-specific febrile illness",,,G40.5,,,C4049262
Q135192627,症状,Q169872,delusional mood,,,,,,,,
Q15443105,症状,Q169872,autosomal dominant polycystic kidney disease,多発性嚢胞腎,congenital disorder of urinary system,,,,,,C0022680
Q17148432,症状,Q169872,systemic-onset juvenile idiopathic arthritis,全身型若年性特発性関節炎,"Systemic inflammatory disorder, and a subtype of juvenile idiopathic arthritis, associated with fever, rash, and arthritis.",,,M08.2,,,C0087031
Q15815863,症状,Q169872,homozygous familial hypercholesterolemia,,human disease,,D000090542,,,,C0342881
Q11283959,症状,Q169872,Atopic myelitis,アトピー性脊髄炎,,,,,,,
Q17156923,症状,Q169872,sepiapterin reductase deficiency,,human disease,,C562657,,,,C0268468
Q8037137,症状,Q169872,Worster-Drought syndrome,,"Worster-Drought syndrome (WDS) is a form of cerebral palsy characterized by congenital pseudobulbar (suprabulbar) paresis manifesting as selective weakness of the lips, tongue and soft palate, dysphagia, dysphonia, drooling and jaw jerking",,C536747,,,,C0796204
Q17165460,症状,Q169872,atypical hemolytic uremic syndrome,非典型溶血性尿毒症症候群,"complement deficiency that is characterized by mechanical hemolytic anemia, thrombocytopenia, and renal dysfunction",,D065766,D59.3,283.11,,C2931788
Q9390341,症状,Q169872,Schwartz-Jampel syndrome 1,,autosomal recessive disease characterized by neuromyotonia and chondrodysplasia that has material basis in hypomorphic mutations in the HSPG2 gene on chromosome 1p36,,,,,,C0036391
Q11488367,症状,Q169872,ossification of the posterior longitudinal ligament,後縦靱帯骨化症,"connective tissue disease characterized by ectopic ossification of the posterior longitudinal spinal ligament resulting in spinal cord compression, myelopathy and hyperreflexia",,D017887,,,,C0206366
Q11677816,症状,Q169872,Ossification of the ligamentum flavum,黄色靭帯骨化症,,脊椎の靭帯骨化症,,,,,
Q16070735,症状,Q169872,arterial pulmonary hypertension,,health problem,,D000081029,,,,C2973725
Q8058422,症状,Q169872,Young-Simpson syndrome,,Human disease,,C536717,,,699298009,C1863557
Q1515038,症状,Q169872,thyroid hormone resistance syndrome,甲状腺ホルモン不応症,Human disease,,D018382,E07,246.8,,C2937288
Q1112977,症状,Q169872,syringomyelia,脊髄空洞症,congenital disorder of nervous system,,D013595,G95.0,336.0,,C0039144
Q1345792,症状,Q169872,Goodpasture syndrome,グッドパスチャー症候群,hypersensitivity reaction type II disease that is characterized by glomerulonephritis located in kidney and hemorrhaging located in lung,,D019867,,,,C0403529
Q1586088,症状,Q169872,hypoparathyroidism,副甲状腺機能低下症,endocrine disease,,D007011,,,,C0020626
Q1747726,症状,Q169872,tyrosinemia type I,高チロシン血症1型,tyrosinemia that has material basis in deficiency of the enzyme fumarylacetoacetate hydrolase resulting in an increase in fumarylacetoacetate which inhibits previous steps in tyrosine degradation leading to an accumulation of tyrosine in the body,,,E70.2,270.2,,
Q1622407,症状,Q169872,mixed connective tissue disease,混合性結合組織病,"collagen disease that is considered an overlap of three diseases, systemic lupus erythematosus, scleroderma, and polymyositis with very high titers of circulating antinuclear antibody to a ribonucleoprotein antigen",,D008947,,710.8,,C0026272
Q1413614,症状,Q169872,tympanites,鼓脹症,medical condition in which excess gas accumulates in the gastrointestinal tract and causes abdominal distension,,,R14,,,C3553272
Q1364270,症状,Q169872,hypertrophic cardiomyopathy,肥大型心筋症,disease in which the heart muscle is enlarged,,D002312,,,,C0007194
Q1433654,症状,Q169872,virilization,男性化,biological development of male sex characteristics,成人男性の特徴が生物学的に発現する事,,,,,
Q7861692,症状,Q169872,tyrosinemia type III,高チロシン血症3型,tyrosinemia that has material basis in deficiency of 4-hydroxyphenylpyruvate dioxygenase disrupting the break down of tyrosine,,,E70.2,270.2,,
Q8277,症状,Q169872,multiple sclerosis,多発性硬化症,disease that damages the myelin sheaths around nerve axons,中枢性脱髄疾患の一つ,D009103,,,,C0026769
Q1404110,症状,Q169872,greyout,グレイアウト,transient loss of vision characterized by a perceived dimming of light and color,,,,,,
Q1671412,症状,Q169872,interstitial cystitis,間質性膀胱炎,type of medical condition,,D018856,,,,C0282488
Q1538213,症状,Q169872,lipodystrophy,リポジストロフィー,group of genetic or acquired disorders in which the body is unable to produce and maintain healthy fat tissue,,D008060,,,,C0023787
Q1418152,症状,Q169872,Mobius syndrome,メビウス症候群,rare disease,,D020331,,352.6,,C0221060
Q1072420,症状,Q169872,primary biliary cholangitis,原発性胆汁性肝硬変,liver cirrhosis characterized by chronic and slow progressive destruction of intrahepatic bile ducts,,D008105,,,,C0008312
Q1362721,症状,Q169872,tuberous sclerosis,結節性硬化症,rare multisystem genetic disease that causes benign tumors to grow in the brain and on other vital organs,,D014402,,,,C0041341
Q1642611,症状,Q169872,negativism,,opposition or no response to instructions or external stimuli (catatonic symptom),,D009341,,,,
Q8285,症状,Q169872,myasthenia gravis,重症筋無力症,human disease,アセチルコリンなどの抗体により神経・筋伝達が阻害されるために筋肉の易疲労性や脱力が起こる自己免疫疾患,D009157,,,,C0751340
Q8282,症状,Q169872,Addison's disease,慢性原発性副腎皮質機能低下症,adrenal cortical hypofunction that is characterized by insufficient steroid hormone production by the adrenal glands,,D000224,,,,C0405580
Q1538227,症状,Q169872,Kabuki syndrome,歌舞伎症候群,rare disease,常染色体優性遺伝の遺伝疾患,C537705,,759.89,,C0796004
Q219102,症状,Q169872,Cushing's syndrome,クッシング症候群,adrenal gland overactivity caused by a tumor of the pituitary gland or by medication,慢性の糖質コルチコイド過剰による症候群,D003480,,,,
Q1363741,症状,Q169872,erythroderma,紅皮症,skin disease,,D003873,L26,695.9,55012006,C0011606
Q32811,症状,Q169872,Churg-Strauss syndrome,アレルギー性肉芽腫性血管炎,"a systemic vasculitis realized as blood vessel inflammation, with symptoms asthma along with hay fever, rash and gastrointestinal bleeding",,D015267,,447.6,,C0008728
Q1585743,症状,Q169872,urea cycle disorder,尿素回路異常症,amino acid metabolic disorder that involves a deficiency of one of the enzymes in the urea cycle which is responsible for removing ammonia from the blood stream,,D056806,,,,C0154246
Q1410831,症状,Q169872,fibrodysplasia ossificans progressiva,進行性骨化性線維異形成症,extremely rare connective tissue disease,,,,,,C0016037
Q1405631,症状,Q169872,fever of unknown origin,不明熱,symptom,病気,D005335,R50,780.6,,C0015970
Q1088030,症状,Q169872,chronic inflammatory demyelinating polyradiculoneuropathy,慢性炎症性脱髄性多発神経炎,acquired immune-mediated inflammatory disorder of the peripheral nervous system,,D020277,,,,C0393819
Q52849,症状,Q169872,ankylosing spondylitis,強直性脊椎炎,type of arthritis in which there is long term inflammation of the joints of the spine,,D013167,,720.0,,C0038013
Q187255,症状,Q169872,rheumatoid arthritis,関節リウマチ,autoimmune disease which attacks healthy cells and tissue located in joints,関節炎を主体とする炎症性疾患,D001172,,,,C0003873
Q1640810,症状,Q169872,hyper-IgD syndrome,,,,,,,,C0398691
Q1640924,症状,Q169872,hyperfocus,過集中,"a state of extreme focus experienced by neurodivergent individuals, commonly with ADHD or autism",,,,,,C2609323
Q1755537,症状,Q169872,VACTERL association,VACTERL連合,"syndrome that is characterized by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-esophageal fistula, renal anomalies, and limb abnormalities",,C536495,,,,C0220708
Q1636310,症状,Q169872,Landau–Kleffner syndrome,ランドウ・クレフナー症候群,a rare childhood neurological syndrome characterized by seizures and progressive loss of speech typically in a child with previous age-appropriate development,,D018887,F80.3,345.8,,C0282512
Q1644260,症状,Q169872,hearing disorder,聴覚障害,"human disease condition that impairs the ability to detect, process, or interpret sounds",,D006311,,,,C0260662
Q1755568,症状,Q169872,osteopetrosis,大理石骨病,"an extremely rare inherited disorder whereby the bones harden, becoming denser, sometimes causing bones to dissolve and break, caused by malfunctioning osteoclasts’ inability to resorb bone",,D010022,,,,C0029454
Q1347729,症状,Q169872,Epstein syndrome,エプスタイン症候群,disease,,C535507,,,,
Q1403045,症状,Q169872,multiple acyl-CoA dehydrogenase deficiency,グルタル酸血症2型,medical condition,,D054069,,277.85,,C0268596
Q1641399,症状,Q169872,hypoplastic left heart syndrome,左心低形成症候群,congenital heart disease characterized by abnormal development of the left-sided structures of the heart,,D018636,,,,C0152101
Q1637701,症状,Q169872,Rasmussen's encephalitis,ラスムッセン脳炎,rare inflammatory neurological disease,,C535291,G04.8,323.81,,C0393484
Q1581472,症状,Q169872,Palmar hyperhidrosis,,symptom,,,,,,C1856953
Q1639204,症状,Q169872,Hutchinson's triad,,three clinical signs indicative of congenital syphilis,,,,,,C0241925
Q1609733,症状,Q169872,hereditary folate malabsorption,,medical condition,,C562799,,,,C0342705
Q3043160,症状,Q169872,primary immunodeficiency disease,原発性免疫不全症候群,immune system disease that results when one or more essential parts of the immune system is missing or not working properly at birth due to a genetic mutation,,D000081207,,,,C0021051
Q1544408,症状,Q169872,Alagille syndrome,アラジール症候群,congenital disorder of digestive system,,D016738,,759.89,,C0085280
Q21109826,症状,Q169872,facial twitch,,rapid movement of the facial muscles,,,,,,
Q1538277,症状,Q169872,Gorham's disease,ゴーハム病,syndrome that is characterized by bone loss (osteolysis) which is often associated with swelling or abnormal blood vessel growth (angiomatous proliferation). Bone loss can occur in just one bone or spread to soft tissue and adjacent bones,原因は不明で血管の異常が関与しているとされている骨が消失する疾患のこと,D010015,,733.99,1515008,C0029436
Q7243138,症状,Q169872,primary hypertrophic osteoarthropathy,,human disease,,D010004,,731.2,,C0029411
Q167844,症状,Q169872,conjunctivitis,結膜炎,inflammation of the outermost layer of the eye and the inner surface of the eyelids,結膜にできる炎症,D003231,H10,,,C0009763
Q1544416,症状,Q169872,lissencephaly,滑脳症,brain disorder that prevents growth of brain folds,,D054082,,,,C0266463
Q9690,症状,Q169872,fatigue,疲労,medical symptom usually of physical and/or mental weakness that does not resolve with rest or sleep,主観的感覚,D005221,R53,780.7,,C0015672
Q7259524,症状,Q169872,pulmonary capillary hemangiomatosis,,human disease,,C535861,,,,C0340548
Q7170405,症状,Q169872,persistent cloaca,,medical condition,,,Q43.7,751.5,,C0266225
Q1584110,症状,Q169872,arteriovenous malformation,動静脈奇形,vascular anomaly,,D001165,,747.81,,C0003857
Q6960193,症状,Q169872,Nakajo syndrome,,medical condition,,C538334,,,,
Q21109757,症状,Q169872,bronze skin,,symptom,,,,,,C0241145
Q21109840,症状,Q169872,chest tightness,,symptom,,,,,,C0232292
Q21109868,症状,Q169872,cholinesterase inhibition,,symptom,,,,,,C0877006
Q6947909,症状,Q169872,myoclonic astatic epilepsy,ドーゼ症候群,generalised idiopathic epilepsy,,,,,,C4085238
Q21110084,症状,Q169872,dark urine,,symptom,,,,,,C0426396
Q21110098,症状,Q169872,decreased audio-visual performance,,symptom,,,,,,C1955604
Q21110105,症状,Q169872,decreased forced expiratory volume,,symptom,,,,,,C0520837
Q21110117,症状,Q169872,decreased pulmonary function,,symptom,,,,,,CL355398
Q1544884,症状,Q169872,Lennox-Gastaut sindrome,レノックス・ガストー症候群,rare but severe childhood-onset epilepsy,小児期に発症する難治性のてんかん,D065768,G40.4,345.0,,C0238111
Q21110016,症状,Q169872,corneal damage,,medical condition,,D065306,,,,
Q2787011,症状,Q169872,chronic recurrent multifocal osteomyelitis,,"osteomyelitis characterized by multiple foci of painful swelling of bones, mainly in the metaphyses of the long bones, in addition to the pelvis, the shoulder girdle and the spine",,C535456,,,,C0410422
Q21109775,症状,Q169872,unpleasant taste,,,,,,,,
Q21110052,症状,Q169872,temporary loss of hair,,,,,,,,
