qid,category_en,category_ja,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q50251067,protein,タンパク質,Q8054,CCNA1:p-T161-CDK1 [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-68892),,,,,,
Q50251064,protein,タンパク質,Q8054,CCNA:p-T161-CDK1 [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-170146),,,,,,
Q50251068,protein,タンパク質,Q8054,CCNA2:p-T161-CDK1 [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-68906),,,,,,
Q50251075,protein,タンパク質,Q8054,"CCNB1:p-T14,Y15,T161-CDK1 [cytosol]",,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-170068),,,,,,
Q50251074,protein,タンパク質,Q8054,Cyclin B1:phospho-Cdc2 ( Thr 14) [cytosol],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-170048),,,,,,
Q50251081,protein,タンパク質,Q8054,CCNB1:p-T14-CDK1 [nucleoplasm],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-170056),,,,,,
Q50251087,protein,タンパク質,Q8054,"CCNB2:p-T14,Y15,T161-CDK1 [cytosol]",,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-170152),,,,,,
Q50251091,protein,タンパク質,Q8054,CCNB1:p-T161-CDK1 [cytosol],,instance of macromolecular complex in Homo sapiens with Reactome ID (R-HSA-157456),,,,,,
Q5137664,gene,遺伝子,Q7187,F13A1,,protein-coding gene in the species Homo sapiens,,,,,,C1414500
Q5145895,gene,遺伝子,Q7187,COL12A1,,protein-coding gene in the species Homo sapiens,,,,,,C1413572
Q218706,gene,遺伝子,Q7187,erythropoietin,エリスロポエチン,mammalian protein found in Homo sapiens,,,,,,
Q4650050,gene,遺伝子,Q7187,ABCA3,,protein-coding gene in the species Homo sapiens,,,,,,C1412062
Q5023908,gene,遺伝子,Q7187,CAST,,protein-coding gene in the species Homo sapiens,,,,,,C1413137
Q4032933,gene,遺伝子,Q7187,ALDH3A1,,protein-coding gene in the species Homo sapiens,,,,,,C1412336
Q4033031,gene,遺伝子,Q7187,ANK2,,protein-coding gene in the species Homo sapiens,,,,,,C1412403
Q5145886,gene,遺伝子,Q7187,COL4A1,,protein-coding gene in the species Homo sapiens,,,,,,C1413582
Q30555,gene,遺伝子,Q7187,proto-oncogene,,gene that can become an oncogene,,D011519,,,,C0033713
Q5635486,gene,遺伝子,Q7187,HOTHEAD,,Arabidopsis thaliana gene,,,,,,
Q103471017,anatomical structure,解剖学的構造,Q4936952,Adonis vernalis flower,,flower,,,,,,
Q103471272,anatomical structure,解剖学的構造,Q4936952,Adonis aestivalis flower,,flower,,,,,,
Q103445788,anatomical structure,解剖学的構造,Q4936952,Fraxinus excelsior seed,,seed from Fraxinus excelsior,,,,,,
Q103563496,anatomical structure,解剖学的構造,Q4936952,Jatropha curcas seed,,plant seed,,,,,,
Q2333565,anatomical structure,解剖学的構造,Q4936952,aerenchyma,通気組織,spongy tissue that forms spaces or air channels in plants,,,,,,
Q11917763,anatomical structure,解剖学的構造,Q4936952,helicoid cyme,,inflorescence,,,,,,
Q184208,anatomical structure,解剖学的構造,Q4936952,rhizome,根茎,underground stem in which various plants asexually reproduce via budding.,,D027343,,,,C0949790
Q4536561,anatomical structure,解剖学的構造,Q4936952,Zungenblüte,,German term: A subclass of individual flowers,,,,,,
Q639634,anatomical structure,解剖学的構造,Q4936952,axil,,part of plant,,,,,,
Q103748177,anatomical structure,解剖学的構造,Q4936952,cucumber seed,,seed from the fruit of Cucumis sativus,,,,,,
Q1734637,infectious disease,感染症,Q18123741,Common scab,そうか病,Plant disease affecting potatoes and other crops,,,,,,
Q41083,infectious disease,感染症,Q18123741,syphilis,梅毒,sexually transmitted infection,梅毒トレポネーマの感染により発症する感染症,D013587,,093,,C0007939
Q11775289,infectious disease,感染症,Q18123741,Peach scab,,fungal disease of stone fruits,,,,,,
Q125333650,infectious disease,感染症,Q18123741,cholera infantum,,disease state in infants,,,,,,
Q5788570,infectious disease,感染症,Q18123741,infectious coryza,伝染性コリーザ,disease of poultry,,,,,,
Q1104126,infectious disease,感染症,Q18123741,classic autism,,"former developmental disorder, since DSM-V replaced by Autism Spectrum Condition, type 2-3, with, or without, intellectual development disorder",,,F84.0,,,
Q8502088,infectious disease,感染症,Q18123741,apricot leaf scorch,,plant disease,,,,,,
Q97317440,infectious disease,感染症,Q18123741,Thysaniezia infection,,,,,,,,
Q11176055,infectious disease,感染症,Q18123741,red band needle blight,,,,,,,,
Q19934710,medical procedure,医療処置,Q2095549,air force officer,空軍将校,military officer in an air force,,,,,,
Q7890793,medical procedure,医療処置,Q2095549,United States Naval Aviator,アメリカ海軍飛行士,commissioned officer or warrant officer qualified as a manned aircraft pilot in the United States Navy or United States Marine Corps,,,,,,
Q108114975,medical procedure,医療処置,Q2095549,naval aviator,,military aircraft pilot in the navy of some country,,,,,,
Q34530484,bacteria,細菌,Q10876,Shewanella aestuarii,,species of bacterium,,,,,,
Q34530619,bacteria,細菌,Q10876,Psychrobacter pocilloporae,,species of bacterium,,,,,,
Q102145852,bacteria,細菌,Q10876,Paraburkholderia madseniana,,species of Gram-negative bacteria,,,,,,C5256658
Q121879597,bacteria,細菌,Q10876,pyogenic cocci,,,,,,,,
Q124547579,virus,ウイルス,Q808,Oncoretroviruses,,,,,,,,
Q69351641,virus,ウイルス,Q808,human papillomavirus 18,,associated with malignant tumors of the genital and respiratory mucosa,,D052161,,,,C0999807
Q104376647,virus,ウイルス,Q808,SARS-CoV-2 Alpha variant,SARSコロナウイルス2-アルファ株,variant of SARS-CoV-2,SARSコロナウイルス2の変異株,,,,,
Q332874,virus,ウイルス,Q808,tobacco mosaic virus,タバコモザイクウイルス,species of virus,ウイルスの一種,D014027,,,,C0040333
Q4840019,virus,ウイルス,Q808,Bacteriophage T12,,species of virus,,,,,,
Q5630028,virus,ウイルス,Q808,HL23V,,type C RNA tumor virus,,,,,,
Q4663138,virus,ウイルス,Q808,abaca bract mosaic virus,,virus which affects plants,,,,,,
Q5629112,virus,ウイルス,Q808,HCP5,,,,,,,,
Q116551921,virus,ウイルス,Q808,Human circovirus 1,,species of virus,,,,,,
Q82069695,virus,ウイルス,Q808,SARS-CoV-2,SARSコロナウイルス2,virus that causes COVID-19,2019年に存在が報告された新種のコロナウイルス、COVID-19の原因となる感染症,D000086402,,,840533007,C5203676
Q1931566,therapeutic agent,治療薬,Q179661,turtle plastron,亀板,,漢方薬の一種の亀の甲羅,,,,,
Q6436553,therapeutic agent,治療薬,Q179661,Krebiozen,,disproven cancer treatment,,,,,,
Q131404964,therapeutic agent,治療薬,Q179661,Leg transplantion,,,,,,,,
Q131588563,therapeutic agent,治療薬,Q179661,continuous suture,,,,,,,,
Q131588561,therapeutic agent,治療薬,Q179661,simple interrupted suture,,,,,,,,
Q131588560,therapeutic agent,治療薬,Q179661,subcuticular suture,,,,,,,,
Q132734471,therapeutic agent,治療薬,Q179661,American Surrogacy,,"Surrogacy agency based in Overland Park, KS, providing matching and support services for intended parents and surrogates.",,,,,,
Q1810912,therapeutic agent,治療薬,Q179661,Diphoterine,,first aid wash agent,,,,,,
Q20826201,therapeutic agent,治療薬,Q179661,Gerson therapy,,ineffective pseudoscientific alternative cancer therapy,,,,,,
Q119449643,therapeutic agent,治療薬,Q179661,puppet-rearing,,use of puppets to raise birds and avoid human imprinting,,,,,,
Q741255,medical device,医療機器,Q12139612,Hubble Deep Field,ハッブル・ディープ・フィールド,multiple exposure image of deep space in the constellation Ursa Major,,,,,,
Q492918,medical device,医療機器,Q12139612,Siding Spring Survey,サイディング・スプリングサーベイ,near-Earth object search program,,,,,,
Q62917,medical device,医療機器,Q12139612,Hubble eXtreme Deep Field,ハッブル・エクストリーム・ディープ・フィールド,multiple exposure image of deep space in the constellation Fornax,,,,,,
Q251609,medical device,医療機器,Q12139612,bibliography of music literature,,international bibliography of literature on music,,,,,,
Q432287,medical device,医療機器,Q12139612,Virginia Woolf bibliography,,bibliography of works by the English novelist and essayist Virginia Woolf,,,,,,
Q254237,medical device,医療機器,Q12139612,VD 17,,German bibliography project (17th century prints),,,,,,
Q21578,medical device,医療機器,Q12139612,Princeton University,プリンストン大学,"private Ivy League research university in Princeton, New Jersey, United States",アメリカの私立大学,,,,,
Q49088,medical device,医療機器,Q12139612,Columbia University,コロンビア大学,private university in New York City,アメリカの私立大学,,,,,
Q76979,medical device,医療機器,Q12139612,Agatha Christie bibliography,アガサ・クリスティの著作一覧,list of works by Agatha Christie,ウィキメディアの一覧記事,,,,,
Q13371,medical device,医療機器,Q12139612,Harvard University,ハーバード大学,"private university in Cambridge, Massachusetts",アメリカ・マサチューセッツ州にある私立大学,,,,,
