qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q1483,病気,Q12136,Craniopagus parasiticus,寄生的頭蓋結合体,rare type of Craniopagus,,,,,,
Q390908,病気,Q12136,Lucey–Driscoll syndrome,,autosomal recessive metabolic disorder affecting enzymes involved in bilirubin metabolism,,C562692,,774.30,,C0270210
Q3508618,病気,Q12136,Congenital contractural arachnodactyly,,human disease,,,,,,C0220668
Q3508563,病気,Q12136,leukoencephalopathy with vanishing white matter,,human disease,,,,,,C1858991
Q76643346,病気,Q12136,coronary artery disease in adults,,,,,,,,
Q76643393,病気,Q12136,Coronary heart disease in children,,,,,,,,
Q3508585,病気,Q12136,ablepharon macrostomia syndrome,,Human disease,,C535557,,,,C1860224
Q32778,病気,Q12136,bronchiectasis,気管支拡張症,disorder of respiratory system,,D001987,,,,C0006267
Q3508598,病気,Q12136,brittle cornea syndrome,,Human disease,,C536198,,,,C0268342
Q3508605,病気,Q12136,autosomal dominant type IV Ehlers-Danlos syndrome,,Human disease,,D000094623,,,,C0268338
Q5458307,病気,Q12136,Flea-borne spotted fever,,medical condition,,,A77.8,,,
Q3508735,病気,Q12136,Bare lymphocyte syndrome,裸リンパ球症候群,medical condition,,,D81.6,,,
Q3508705,病気,Q12136,Timothy syndrome,ティモシー症候群,"autosomal dominant disease that is characterized by cardiac, hand/foot, facial, and neurodevelopmental features; the two forms are type 1 (classic) and type 2, a rare form that has material basis in mutations in a transcript variant of CACNA1C",,C536962,,,,C1832916
Q493103,病気,Q12136,paramyotonia congenita,先天性パラミオトニア,human disease,,C538616,G71.1,359.2,,C0221055
Q3508649,病気,Q12136,Greig cephalopolysyndactyly syndrome,,"acrocephalosyndactylia that has material basis in mutation in the GLI3 gene which results in abnormal development located in limb, located in head, located in face",,C537300,Q87.0,,32985001,C0265306
Q5384031,病気,Q12136,Epstein–Barr virus infection,,Human disease,,D020031,,075,,C0149678
Q498826,病気,Q12136,sucrose intolerance,ショ糖不耐症,Congenital sucrase-isomaltase deficiency (CSID) is a carbohydrate intolerance disorder characterised by malabsorption of oligosaccharides and disaccharides,,C538139,E74.3,271.3,,C1283620
Q5763722,病気,Q12136,rhinoscleroma,,Human disease,,D012226,A48.8,,,C0035468
Q127556,病気,Q12136,osteochondritis dissecans,離断性骨軟骨炎,ischemic bone disease that results in necrosis located in epiphysis,,D010008,,,,C0029421
Q5334259,病気,Q12136,ectoparasitism,外部寄生,parasitic disease caused by organisms that live primarily on the surface of the host,,D004478,B89,132,,C0013578
Q3508634,病気,Q12136,Donnai-Barrow syndrome,,human disease,,C536390,,,,C1857277
Q3508679,病気,Q12136,Muenke syndrome,,human disease,,C537369,,,,C1864436
Q708165,病気,Q12136,neurogenic arthrogryposis multiplex congenita,関節拘縮,congenital joint contracture in two or more areas of the body,,C536614,,728.3,,C1859721
Q773118,病気,Q12136,Andersen-Tawil syndrome,,Human disease,,D050030,I45.8,426.82,,C1563715
Q3508723,病気,Q12136,solitary median maxillary central incisor syndrome,,human disease,,C537342,,,,C1840235
Q5609817,病気,Q12136,tinea pedis,足白癬,foot disease,,D014008,,,,C0040259
Q432396,病気,Q12136,achromatopsia,杆体1色覚,"human illness, a type of color blindness",,,,,,C0152200
Q3508623,病気,Q12136,Bruck syndrome,,syndrome characterized by a combination of multiple joint contractures and osteogenesis imperfecta,,,,,,C0432253
Q3508673,病気,Q12136,Melnick–Needles syndrome,,congenital disorder that affects primarily bone development.,,,,,,C0025237
Q3508750,病気,Q12136,Opitz-GBBB syndrome,,"monogenic disease that is characterized by hypertelorism, hypospadias, and additional midline defects resulting from mutations to the MID1 gene in the X-linked form or from a deletion on chromosome 22q11.2 in the autosomal dominant form",,,,,,C1801950
Q727436,病気,Q12136,Lesch-Nyhan syndrome,レッシュ・ナイハン症候群,rare genetic syndrome,,D007926,,277.2,,C0023374
Q3508782,病気,Q12136,otopalatodigital syndrome type 1,,,,,Q87.0,,,C2748918
Q492129,病気,Q12136,porencephaly,,congenital disorder of nervous system characterized by cysts or cavities within the cerebral hemisphere.,,D065708,,,38837006,C0302892
Q5509169,病気,Q12136,fungal meningitis,真菌性髄膜炎,meningitis that has material basis in a fungal infection,,D016921,,,,C0085438
Q424247,病気,Q12136,acute intermittent porphyria,急性間欠性ポルフィリン症,human disease,,D017118,E80.2,277.1,,C0162565
Q735652,病気,Q12136,mitral valve prolapse,僧帽弁逸脱症,mitral valve disease where one or both of the cusps of the mitral valve bulge or collapse backward in the left atrium during systole,,D008945,,424.0,,C0026267
Q498487,病気,Q12136,Camurati-Engelmann disease,,rare disease,,D003966,,756.59,,C0011989
Q500314,病気,Q12136,Kashin–Beck disease,カシン＝ベック病,"chronic, endemic osteochondropathy",,D057767,M12.1,716.0,,C2745963
Q772022,病気,Q12136,asplenia with cardiovascular anomalies,,rare disease,,,,759.0,,
Q6386930,病気,Q12136,Kemerovo tickborne viral fever,,infectious disease,,,A93.8,,,C0276459
Q478891,病気,Q12136,Simpson-Golabi-Behmel syndrome,シンプソン・ゴラビ・ベーメル症候群,"X-linked disease characterized by pre- and postnatal overgrowth and craniofacial, skeletal, cardiac and renal abnormalities",,C537340,Q87.0,,,C0796154
Q727008,病気,Q12136,McCune–Albright syndrome,マッキューン・オルブライト症候群,rare disease,,D005359,Q78.1,756.54,726029005,
Q3508669,病気,Q12136,Loeys-Dietz syndrome,ロイス・ディエツ症候群,Human disease,,D055947,,,446263001,C1836635
Q5743696,病気,Q12136,herpetic whitlow,,painful blister of the periungual skin that is caused by herpes simplex virus type 1 or 2,,,B00.8,,,C0153042
Q127664,病気,Q12136,febrile seizure,熱性けいれん,seizure associated with a high body temperature,温度が38°Cを超えると発生する発作,D003294,R56.0,,,C0009952
Q3508639,病気,Q12136,Goldberg-Shprintzen syndrome,,"syndrome characterized by intellectual disability, specific facial gestalt and Hirschsprung's disease (HSCR). It has material basis in homozygous mutation in the KIAA1279 gene on chromosome 10q21.1",,C537279,,,,C1836123
Q3508677,病気,Q12136,deafness dystonia syndrome,,"mitochondrial metabolism disease that is characterized by hearing loss that begins early in life, problems with movement, impaired vision, and behavior problems",,C535808,,,,C0796074
Q3508640,病気,Q12136,Meckel syndrome type 7,,Meckel syndrome that has material basis in an autosomal recessive mutation of NPHP3 on chromosome 3q22.1,,C537756,,,,C2673885
Q473262,病気,Q12136,complete androgen insensitivity syndrome,,intersex variation where one has no response to androgens and is born with a vulva and clitoris,,,E34.1,259.51,,
Q3508764,病気,Q12136,hand-foot-genital syndrome,,autosomal dominant human genetic disease characterized by limb malformations (e.g. bilateral shortening of thumbs/big toes) and urogenital defects (e.g. abnormalities of ureters/urethra; incomplete Müllerian fusion in females; hypospadias in males),,C535627,,,,C1841679
Q774016,病気,Q12136,Denys-Drash syndrome,デニス・ドラッシュ症候群,Human disease,,D030321,,,,C0950121
Q431643,病気,Q12136,microcephaly,小頭症,medical condition in which the brain does not develop properly resulting in a smaller than normal head,,D008831,,,,C0025958
Q5532924,病気,Q12136,genetic resistance to malaria,マラリアへの遺伝学的抵抗性,human disease,,,,,,C1970028
Q3508768,病気,Q12136,Lymphedema–distichiasis syndrome,,"people with this hereditary condition have a double row of eyelashes,",,C537710,,,,C0265345
Q3508686,病気,Q12136,Saethre-Chotzen syndrome,,acrocephalosyndactylia that has material basis in a genetic mutation in the TWIST1 gene which results in premature fusion located in skull,,,Q87.0,,,C0175699
Q3508706,病気,Q12136,Troyer syndrome,,"gene (13q13.1), which encodes the protein spartin.",,C536858,,,,C0393559
Q3508786,病気,Q12136,orofaciodigital syndrome I,口顔指症候群1型,orofaciodigital syndrome characterized_by polycystic kidney disease and variable involvement of the central nervous system and has_material_basis_in X-linked inheritance of the OFD1 gene,,,,,,C0026363
Q3508729,病気,Q12136,occipital horn syndrome,,"Occipital horn syndrome (OHS) is a mild form of Menkes disease (MD, see this term), a syndrome characterized by progressive neurodegeneration and connective tissue disorders due to a copper transport defect",,C537860,E83.0,,,C0268353
Q5428701,病気,Q12136,Factitious diarrhea,,infectious disease,,,,,,
Q6137239,病気,Q12136,hantavirus pulmonary syndrome,ハンタウイルス肺症候群,human disease,ハンタウイルスを病原体とする呼吸器感染症,D018804,J12.8,,,C0243025
Q3508674,病気,Q12136,McKusick–Kaufman syndrome,,"McKusick-Kaufman syndrome is a very rare, genetic developmental disorder presenting in the neonatal period characterized by genitourinary malformations, polydactyly, and more rarely, congenital heart disease or gastrointestinal malformations",,C538159,Q87.8,,,C0948368
Q3512243,病気,Q12136,autosomal dominant familial periodic fever,,human disease,,C536657,,,,C1275126
Q5849703,病気,Q12136,streptococcal infection,溶連菌感染症,human disease,広義にはレンサ球菌属による感染症すべてを、狭義には化膿レンサ球菌による感染症を指す語,D013290,,,,C0038395
Q130555,病気,Q12136,Norman–Roberts syndrome,,lissencephaly that has_material_basis_in homozygous mutation in the gene encoding reelin (RELN) on chromosome 7q22.,,C537848,,,,C0796089
Q774483,病気,Q12136,galactosemia,ガラクトース血症,carbohydrate metabolic disorder that involves a defect in galactose metabolism resulting in toxic levels of galactose 1-phosphate in various tissues,,D005693,,,,C0016952
Q494922,病気,Q12136,glycogen storage disease III,,human disease,,D006010,,271.0,,C0017922
Q3508800,病気,Q12136,congenital myasthenic syndrome,先天性筋無力症候群,Human disease,,D020294,,,,C0751882
Q6473911,病気,Q12136,herpes simplex,単純疱疹,viral disease caused by the herpes simplex virus,単純ヘルペスウイルス1・2型によって引き起こされる性感染症,D006561,,,,C0019348
Q5348632,病気,Q12136,Ehrlichiosis ewingii infection,,Human disease,,,,082.4,,
Q766856,病気,Q12136,pityriasis rubra pilaris,,Human disease,,D010916,,,,C0032027
Q5696358,病気,Q12136,focal epithelial hyperplasia,,"viral infectious disease that results in infection located in mouth, has material basis in human papillomavirus (types 13 or 32)",,D017573,,,,C0206067
Q6007089,病気,Q12136,impetigo herpetiformis,,impetigo that is characterized as a form of severe pustular psoriasis occurring in pregnancy,,,,,,C1314968
Q3508794,病気,Q12136,Tricho–rhino–phalangeal syndrome,,human disease,,,,,,C0265255
Q5376431,病気,Q12136,Endotheliitis,,inflammatory disease involving a pathogenic inflammatory response in the endothelium,,,,,,
Q3508770,病気,Q12136,inclusion body myopathy with Paget disease of bone and frontotemporal dementia,,syndrome,,,G71.8,,,
Q5548621,病気,Q12136,geotrichosis,,"opportunistic mycosis that has material basis in Galactomyces geotrichum, results in systemic infection in immunocompromised people",,D005847,,117.9,,C0017455
Q424258,病気,Q12136,acute interstitial pneumonitis,,human disease,,D000080203,,,,C1279945
Q132971,病気,Q12136,dyslexia,ディスレクシア,specific learning disability characterized by troubles with reading,文字の読み書きに関する学習障害,D004410,,,,C0476254
Q474254,病気,Q12136,Bannayan-Riley-Ruvalcaba syndrome,バナヤン・ライリー・ルバルカバ症候群,"a rare overgrowth syndrome and hamartomatous disorder with occurrence of multiple subcutaneous lipomas, macrocephaly and hemangiomas.",,,,,,C0265326
Q5656856,病気,Q12136,Nairobi disease,ナイロビ羊病,"arbovirus infection of sheep and goats transmitted by ticks, characterized by high fever and hemorrhagic gastroenteritis",,D009265,,,,C0027345
Q98080401,病気,Q12136,Breast hemangioma,,a very rare benign vascular neoplasm accounting for 0.4% of all breast tumors,,,,,,
Q55782588,病気,Q12136,syndactyly type 8,,human disease,,,,,,C1839728
Q55787167,病気,Q12136,Zygodactyly type 2,,human disease,,,,,,C5679982
Q55787168,病気,Q12136,Zygodactyly type 3,,human disease,,,,,,C5679983
Q55787169,病気,Q12136,Zygodactyly type 4,,human disease,,,,,,C5679981
Q55781850,病気,Q12136,"Ehlers-Danlos syndrome, fibronectinemic type",,,,C565600,,,,C1857038
Q55783673,病気,Q12136,mesoaxial synostotic syndactyly with phalangeal reduction,,,,C563721,,,,C1836206
Q4147980,病気,Q12136,granular corneal dystrophy type I,,human disease,,C537304,,,,C1641846
Q3813599,病気,Q12136,oxycephaly,尖頭症,cephalic disorder where the top of the skull is pointed or conical due to premature closure of the coronal suture plus any other suture,,,Q75.0,756.0,,C0030044
Q3813663,病気,Q12136,early infantile epileptic encephalopathy 9,,infantile epileptic encephalopathy that has material basis in the gene encoding protocadherin-19 (PCDH19) on chromosome Xq22,,,,,,C1848137
Q3765145,病気,Q12136,ichthyosis vulgaris,,skin disorder,,D016112,,757.1,254157005,C0079584
Q536269,病気,Q12136,phaeochromocytoma,褐色細胞腫,endocrine organ benign neoplasm that arises within the adrenal medulla,,D010673,D35.0,194.0,360332001,C0031511
Q541852,病気,Q12136,uncombable hair syndrome,梳かせない髪症候群,rare scalp hair shaft dysplasia,,C536939,Q84.1,,,C0432347
Q3616648,病気,Q12136,thoracic aortic aneurysm,胸部大動脈瘤,aortic aneurysm that is located in the thoracic aorta,,D017545,I71.2,441.1,,C0162872
Q4063436,病気,Q12136,alveolar soft part sarcoma,胞巣状軟部肉腫,soft tissue cancer that is a slow growing tumor of an unknown origin that effects children and effects young adults,,D018234,,,,C0206657
Q4178686,病気,Q12136,gelatinous drop-like corneal dystrophy,,Human disease,,C535480,,,,C0339273
Q3804555,病気,Q12136,X-linked ichthyosis,,skin condition caused by the hereditary deficiency of the steroid sulfatase (STS) enzyme that affects 1 in 2000 to 1 in 6000 males,,D016114,,757.1,,C0079588
Q745631,病気,Q12136,polyorchidism,多睾丸症,rare disease,,,Q55.2,752.89,,C0266430
Q530142,病気,Q12136,FG syndrome,FG症候群,disease,,C537923,,,,C0220769
Q3542021,病気,Q12136,endodermal sinus tumor,,germ cell cancer that has material basis in cells that line the yolk sac of the embryo,,D018240,,,74409009,C0014145
Q736633,病気,Q12136,mismatch repair cancer syndrome,ターコット症候群,genetic disease,,C536928,,,,C0265325
Q49989,病気,Q12136,Creutzfeldt-Jakob disease,クロイツフェルト・ヤコブ病,degenerative neurological disorder,中枢神経の変性疾患,D007562,,,,C0022336
Q737712,病気,Q12136,asplenia,無脾症,congenital disorder,,,D73.0,759.01,707147002,
Q3801629,病気,Q12136,hypoprothrombinemia,低プロトロンビン血症,Human disease,,D007020,D68.2,776.3,,C0020640
Q3589157,病気,Q12136,autosomal dominant nocturnal frontal lobe epilepsy,,frontal lobe epilepsy that is characterized by autosomal dominant inheritance with childhood onset of clusters of brief nocturnal motor seizures with hyperkinetic or tonic manifestations,,,,,,C3696898
Q3589156,病気,Q12136,Malignant Migrating Partial Seizures in Infancy,,a severe form of epilepsy that begins very early in life,,,,,,C3494976
Q3567797,病気,Q12136,hereditary mucosal leukokeratosis,,skin disease characterized by a defect in the normal process of keratinization of the mucosa,,D053529,,,,C1721005
Q4052543,病気,Q12136,dysequilibrium syndrome,,"Dysequilibrium syndrome (DES) is a non-progressive cerebellar disorder characterized by ataxia associated with an intellectual disability, delayed ambulation and cerebellar hypoplasia",,C535731,,,,C0403559
Q3589131,病気,Q12136,epidermolysis bullosa dystrophica,,inherited disease affecting the skin and other organs,,D016108,,757.39,254185007,C0079294
Q4162388,病気,Q12136,epithelial basement membrane dystrophy,,Human disease,,C535477,,,,C0521723
Q3539030,病気,Q12136,trichothiodystrophy syndromes,硫黄欠乏性毛髪発育異常症,human disease,,D054463,,,723551003,C0740342
Q4162393,病気,Q12136,Schnyder corneal dystrophy,,Human disease,,C535475,,,,C0271287
Q4162389,病気,Q12136,Thiel-Behnke corneal dystrophy,,Human disease,,C535942,,,,C1562894
Q750826,病気,Q12136,medium chain acyl-CoA dehydrogenase deficiency,,"lipid metabolism disorder that is characterized by a deficiency of the enzyme medium chain acyl-CoA dehydrogenase that results in the inability to convert medium chain fatty acids to energy, particularly during fasting",,C536038,E71.311,277.85,,C0220710
Q3616632,病気,Q12136,beta thalassemia,Βサラセミア,thalassemia characterized by the reduced or absent synthesis of the beta globin chains of hemoglobin,,D017086,,,,C0002875
Q756289,病気,Q12136,nephroblastoma,腎芽腫,rare disease,小児の腎腫瘍,D009396,C64,189.0,302849000,C1332219
Q61335,病気,Q12136,pre-eclampsia,子癇前症,hypertension occurring during pregnancy,,D011225,,642.4,398254007,C0032914
Q3830645,病気,Q12136,Leontiasis ossea,,medical condition,,,,376.44,,
Q741315,病気,Q12136,von Hippel-Lindau disease,フォン・ヒッペル・リンドウ病,a rare genetic disorder characterized by visceral cysts and benign tumors in multiple organ systems with potential for subsequent malignant change.,,D006623,,759.6,,C0019562
Q4127187,病気,Q12136,congenital stromal corneal dystrophy,,Human disease,,C566452,,,,C1864738
Q3843801,病気,Q12136,DeSanctis–Cacchione syndrome,,"rare autosomal recessive inherited syndrome. It is characterized by xeroderma pigmentosum, mental retardation, dwarfism, hypogonadism, and neurologic abnormalities",,C535992,,,,C0265201
Q3801522,病気,Q12136,Caffey disease,,bone inflammation disease in infants,,D006958,,756.59,,C0020497
Q4955836,病気,Q12136,brain stem neoplasm,,neoplasm (disease) that involves the brainstem,,D020295,,,,C0677866
Q744790,病気,Q12136,Treacher Collins syndrome,トリーチャーコリンズ症候群,human genetic disorder,頬骨の欠如等の顎顔面形態の不調和を特徴とする、常染色体優位先天性疾患のひとつ,D008342,,756.0,,C0242387
Q4127191,病気,Q12136,congenital hereditary endothelial dystrophy of cornea,先天性角膜内皮ジストロフィー,Human disease,,C536439,,,,C1857569
Q4064296,病気,Q12136,hereditary gelsolin amyloidosis,,Human disease,,,,,,C0936273
Q4162392,病気,Q12136,Meesmann corneal dystrophy,,type of corneal dystrophy and a keratin disease,,D053559,,,,C0339277
Q4162390,病気,Q12136,Reis-Bücklers corneal dystrophy,,disease of the human eye,,C535476,,,,C0339278
Q535364,病気,Q12136,Angelman syndrome,アンジェルマン症候群,genetic condition in humans,,D017204,,759.89,,C0162635
Q548719,病気,Q12136,aniridia,,Human disease,,D015783,,,,C0003076
Q3804556,病気,Q12136,lamellar ichthyosis,層状魚鱗癬,disease,,D017490,Q80.2,,,C4551630
Q3591493,病気,Q12136,erythrokeratodermia variabilis,,human disease,,D056266,,,,C0265961
Q4139987,病気,Q12136,glomus tumor,,hemangiopericytic tumor that is a mesenchymal neoplasm composed of cells that closely resemble the modified smooth muscle cells of the normal glomus body,,D005918,D18,,,C0017653
Q749409,病気,Q12136,osteogenesis imperfecta,骨形成不全症,osteochondrodysplasia that has material basis in a deficiency in type-I collagen which results in brittle bones and defective connective tissue,,D010013,Q78.078.0,756.51756.51,,C0023931
Q531019,病気,Q12136,aortic valve stenosis,大動脈弁狭窄症,aortic valve disease that has physical basis in incomplete opening of the aortic valve,,D001024,,,,C0152417
Q3598794,病気,Q12136,3-methylglutaconic aciduria,メチルグルタコン酸尿症,organic acidemia that is characterized by elevated levels of 3-methylglutaconic acid and 3-methylglutaric acid in the urine,,C579867,,276,,C3696376
Q81867,病気,Q12136,albinism,アルビノ,congenital disorder causing skin to lack pigmentation,,D000417,E70.3,270.2,,C0001916
Q3843807,病気,Q12136,Salla disease,,autosomal recessive lysosomal storage disease,,,,,,C1096903
Q3614325,病気,Q12136,Isolated atrial amyloidosis,,form of amyloidosis affecting the atria of the heart,,,E85.4,,,
Q545403,病気,Q12136,hh blood group,,Rare blood group first found in Bombay(1982),,,,,,C1859408
Q746781,病気,Q12136,neuroacanthocytosis,神経有棘赤血球症,Neuroacanthocytosis (NA) syndromes are a group of genetic diseases characterized by the association of red blood cell acanthocytosis (deformed erythrocytes with spike-like protrusions) and progressive degeneration of the basal ganglia,,D054546,,,,C0393576
Q5508865,病気,Q12136,functioning tumor,,"hormone producing endocrine neoplasm, associated with a hormonal syndrome",,,,,,C2986655
Q7248868,病気,Q12136,progressive rubella panencephalitis,,human disease,,,,,,C0238099
Q7255050,病気,Q12136,Pseudomonas hot-foot syndrome,,medical condition,,,,,,
Q7255052,病気,Q12136,Pseudomonas infection,,infections with bacteria of the genus pseudomonas,,D011552,B96.5,482.1,,
Q7053975,病気,Q12136,Siberian tick typhus,,Human disease,,,,,,C0549160
Q7108870,病気,Q12136,otitis interna,,inner ear disease which involves inflammation of the inner ear,,,H83.0,386.3,,C1168225
Q7235947,病気,Q12136,Powassan encephalitis,,Human disease,,,A84.8,,,
Q917357,病気,Q12136,Rett syndrome,レット症候群,genetic brain disorder,生後6カ月以降の女児にみられる遺伝性発達障害,D015518,,330.8,,C0035372
Q859142,病気,Q12136,citrullinemia,シトルリン血症,urea cycle disorder that involves the accumulation of ammonia in the blood.,,D020159,,270.6,,C0175683
Q782958,病気,Q12136,centronuclear myopathy,,myopathy characterized by abnormally located nuclei in skeletal muscle cells,,,,,82077006,C0175709
Q442615,病気,Q12136,slipped capital femoral epiphysis,大腿骨頭滑り症,rare disease,,D060048,M93.0,,26460006,C0149887
Q182005,病気,Q12136,Holt-Oram syndrome,,autosomal dominant disease characterized by congenital anomalies located_in heart and located_in upper limb.,,C535326,,,205814003,C0265264
Q917227,病気,Q12136,Sandhoff disease,サンドホフ病,"lysosomal storage disorder from the GM2 gangliosidosis family, characterised by central nervous system degeneration",,D012497,E75.0,330.1,,C0036161
Q511372,病気,Q12136,Krabbe disease,クラッベ病,congenital disorder of the nervous system,,D007965,,330.0,,C0023521
Q776881,病気,Q12136,hereditary hemorrhagic telangiectasia,ランデュー・オスラー・ウェーバー症候群,genetic disorder involving capillaries,血管奇形を起こす遺伝性疾患。遺伝性出血性毛細血管拡張症あるいは遺伝性出血性末梢血管拡張症。,D013683,,,,C0039445
Q183098,病気,Q12136,hepatic vein thrombosis,,Human disease,,D006502,,453.0,,C0019154
Q795024,病気,Q12136,sirenomelia,シレノメリア,disease,,C538595,Q87.2,759.89,,C0037205
Q448698,病気,Q12136,pulmonary alveolar proteinosis,肺胞蛋白症,"lung disease that is characterized by abnormal accumulation of surfactant occurs within the alveoli, interfering with gas exchange",,D011649,,,,C0034050
Q858426,病気,Q12136,5-alpha-reductase deficiency,5α-還元酵素II型欠損症,medical condition,,,E29.1,752.7,,
Q458099,病気,Q12136,triosephosphate isomerase deficiency,,Genetic metabolic disorder,,C566029,D55.2,282.3,,C0398562
Q500695,病気,Q12136,retinoblastoma,網膜芽細胞腫,retinal cell cancer,,D012175,C69.2,190.5,,C0035335
Q861645,病気,Q12136,Gaucher's disease,ゴーシェ病,human disease characterized by deficiency of the enzyme glucocerebrosidase which results in the accumulation of harmful quantities of the glycolipid glucocerebroside throughout the body,,D005776,,,,C0017205
Q568865,病気,Q12136,cherubism,,Human disease,,D002636,,526.89,,C0008029
Q432814,病気,Q12136,Alström syndrome,,rare genetic disorder caused by mutations in the gene ALMS1,,D056769,Q87.8,,,C0268425
Q815819,病気,Q12136,atrial fibrillation,心房細動,abnormal heart rhythm characterized by rapid and irregular beating,,D001281,,,,C0004238
