qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q501571,病気,Q12136,catatonia,緊張病,"psychopathological syndrome, a group of postural and movement abnormalities",精神運動の低下および昏迷状態に代表される異常行動を特徴とする状態,D002389,F20.2,295.2,247917007,
Q183134,病気,Q12136,sepsis,敗血症,life-threatening response to infection,感染症に対する制御不能な生体反応からくる致命的な臓器障害,D018805,R65.20,995.92,,C0036690
Q183344,病気,Q12136,sinusitis,副鼻腔炎,inflammation of the mucous membrane that lines the sinuses resulting in symptoms,副鼻腔に炎症がおきる病気,D012852,,,36971009,C0037199
Q382370,病気,Q12136,mpox,エムポックス,viral disease,エムポックスウイルスへの感染を原因とする人獣共通感染症,D045908,B04,059.01,359811007,C0276180
Q267602,病気,Q12136,XYY syndrome,XYY症候群,genetic condition in which a male has an extra Y chromosome,男児にY染色体が1本余分にある先天性染色体異常,D014997,Q98.5,758.8,50749006,C0043379
Q267907,病気,Q12136,hypersexuality,異常性欲,excessive arousal and interest in sex,量的または質的に異常な性欲,,F52.7,,,C3898830
Q383228,病気,Q12136,Gerstmann-Straussler-Scheinker syndrome,ゲルストマン・ストロイスラー・シャインカー症候群,"prion disease characterized by adult onset of memory loss, dementia, ataxia, and pathologic deposition of amyloid-like plaques in the brain",中枢神経の遺伝性疾患,D016098,,,,C0017495
Q101971,病気,Q12136,wart,イボ,"small, rough growth resembling a cauliflower or a solid blister, often found on hands",皮膚や粘膜に生じる結節の総称,D014860,B07,078.1,,C3665596
Q183392,病気,Q12136,rickets,くる病,human disease,カルシウム・リン・ビタミンDなどの摂取不足・代謝異常によって、骨形成過程の石灰化が正常にならず、弱い骨となる病気,D012279,,,,C0035579
Q154874,病気,Q12136,yellow fever,黄熱,viral disease,カが媒介するウイルス性出血熱,D015004,,,154345006,C0043395
Q422268,病気,Q12136,actinomycosis,放線菌症,Human disease,人間の病気,D000196,,,,C0001261
Q194101,病気,Q12136,dwarfism,小人症,"condition affecting a person or animal short in stature, caused by slow or delayed growth",顕著な低身長を示す病態,D004392,E34.2,253.3,,C0013336
Q202837,病気,Q12136,cardiac arrest,心停止,sudden stop in effective blood flow due to the failure of the heart to contract effectively,心臓が有効な血液循環を保てない状態,D006323,,,410429000,C0018790
Q193003,病気,Q12136,hydrocephalus,水頭症,disorder characterized by an abnormal increase of cerebrospinal fluid in the ventricles of the brain,脳脊髄液が頭蓋腔内に貯まり、脳室が正常より大きくなる病気,D006849,,,,C0020255
Q192077,病気,Q12136,melancholia,メランコリー,mood disorder of non-specific depression,日常的な用法では、はればれしない落ち込んだ気分のこと,,,,,
Q201989,病気,Q12136,Lyme disease,ライム病,"infectious disease caused by Borrelia bacteria, spread through the bite of blacklegged ticks",一種のスピロヘータの感染で引き起こされる人獣共通感染症の一つ,D008193,A69.2,,23502006,C0024198
Q191779,病気,Q12136,Tourette syndrome,トゥレット症候群,neurodevelopmental condition,多種類の運動チックと一種類以上の音声チックが1年以上続いている症状を特徴とする発達障害,D005879,F95.295.2.,307.23307.23,,C1392622
Q208726,病気,Q12136,anogenital venereal wart,尖圭コンジローマ,sexually transmitted disease,HPVによって感染する性行為感染症,D003218,,,,C0009663
Q207783,病気,Q12136,acrophobia,高所恐怖症,phobia specific to heights,高い場所に対する恐怖症,,,,,
Q213098,病気,Q12136,progeria,ハッチンソン・ギルフォード・プロジェリア症候群,genetic disorder that causes early aging,先天的遺伝子異常を原因とする早老症のひとつ,D011371,,259.8,,C0033300
Q393477,病気,Q12136,trench fever,塹壕熱,human disease,グラム陰性細菌の一種であるバルトネラ・クインタナを原因菌とし、コロモジラミが媒介する感染症。第一次世界大戦中、塹壕内の兵士の間で流行した。約5日の間隔で発熱や悪寒を繰り返すことから、「五日熱」の異名を持つ,D014205,A79.079.0,083.1083.1,,C0040830
Q394129,病気,Q12136,psychomotor agitation,精神運動性激越,a set of signs and symptoms that stem from mental tension and anxiety; the signs are unintentional and purposeless motions; the symptoms are emotional distress and restlessness,精神的な緊張や不安から生じる一連の兆候と症状。兆候は意図的でない無目的な動きであり、症状は感情的な苦痛と落ち着きのなさである。,D011595,R45.1,308.2,,C3887612
Q388626,病気,Q12136,sleepwalking,睡眠時遊行症,phenomenon of combined sleep and wakefulness,睡眠中にもかかわらず体動が出現しぼんやりと歩き回る症状,D013009,F51.3,307.4307.4,80495009,C0037672
Q467265,病気,Q12136,savant syndrome,サヴァン症候群,"psychological disorder that turns people to a megasavant, with a serious mental disorder",自閉症や知的障害の人のうち極稀に見られる、ある特定分野でのみ非常に優れた能力を示す症状,,,315.8,,C2316458
Q460591,病気,Q12136,decompression sickness,減圧症,disorder caused by dissolved gases emerging from solution,減圧によって過飽和の状態となった生理的に不活性なガスの気泡が体内組織や血管に形成され引き起こされる障害,D003665,T70.3,993.3,,
Q584560,病気,Q12136,dysgraphia,書字障害,developmental or acquired neurological disorder,発達または後天的な神経学的状態,,,315.2,,C0001825
Q203601,病気,Q12136,pneumothorax,気胸,abnormal collection of air in the pleural space,肺の疾患,D011030,J93,,,C0029850
Q574719,病気,Q12136,anti-NMDA receptor encephalitis,抗NMDA受容体抗体脳炎,rare disease,急性型の脳炎,D060426,,,,
Q205214,病気,Q12136,Guillain–Barré syndrome,ギラン・バレー症候群,autoimmune disease that causes the immune system to attack part of the peripheral nervous system,主に感染症をきっかけに発症する急性の炎症性多発神経障害であり、自己免疫反応による攻撃によって末梢神経根に炎症を引き起こす自己免疫疾患,D020275,,,,C0018378
Q580290,病気,Q12136,spinal muscular atrophy,脊髄性筋萎縮症,rare congenital neuromuscular disorder,脊髄の運動ニューロン(脊髄前角細胞)の病変によって起こる 神経原性の筋萎縮を起こす先天性遺伝子疾患,,,,,C0026847
Q565276,病気,Q12136,sciatica,坐骨神経痛,medical condition with pain down the leg from the lower back,運動器領域の神経症状,D012585,M54.3,724.3,,C0036396
Q131749,病気,Q12136,anorexia nervosa,神経性無食欲症,type of eating disorder,痩せに対する執着・体重増加への極端な恐怖による低体重を特徴とする精神疾患,D000856,F50.0,,,C0003125
Q134003,病気,Q12136,hemophilia,血友病,"human genetic disease that impairs the body's ability to make blood clots, a process needed to stop bleeding",血液凝固因子のうちVIII因子、IX因子の欠損ないし活性低下による遺伝性血液凝固異常症,,D66,286,,C0684275
Q132971,病気,Q12136,dyslexia,ディスレクシア,specific learning disability characterized by troubles with reading,文字の読み書きに関する学習障害,D004410,,,,C0476254
Q457737,病気,Q12136,Edwards syndrome,エドワーズ症候群,human disease,自然流産や生命予後など生存率が非常に厳しい、18番染色体の全部または一部分が3本ある染色体異常症,D000073842,,,,C0152096
Q460167,病気,Q12136,Meniere's disease,メニエール病,"disorder of the inner ear, characterized by potentially severe and incapacitating episodes of vertigo, tinnitus, hearing loss, and a feeling of fullness in the ear",内耳のリンパが増えて水ぶくれの状態となることで、激しい回転性のめまいと難聴・耳鳴り・耳閉感の4症状が同時に重なる症状を繰り返す疾患,D008575,,,,C0025281
Q144119,病気,Q12136,hysteria,ヒステリー,"former diagnostic category describing a state of mind, one of unmanageable fear or emotional excesses",かつて「転換性障害・解離性障害」を一緒くたに意味した医学用語、または感情の自己抑制が効かず爆発的に激しい興奮・怒哀をむき出し状態を意味する俗語,D007046,,300.1,,C0086441
Q153356,病気,Q12136,chlamydia infection,性器クラミジア感染症,sexually transmitted infection caused by the bacterium Chlamydia trachomatis,クラミジア・トラコマチスが性交や性交類似行為によって、感染部位の粘膜との接触・分泌物との接触にで感染する性病,D002690,A56.8,099.41,,C0008149
Q152401,病気,Q12136,foot-and-mouth disease,口蹄疫,infectious and sometimes fatal viral disease that affects cloven-hoofed animals and caused by apthovirus,口蹄疫ウイルスによる家畜伝染病,D005536,B08.8,078.4,,C0016514
Q134649,病気,Q12136,diphtheria,ジフテリア,infectious disease,ジフテリア毒素によって起こる上気道の粘膜感染症,D004165,A36,032,,C0010153
Q142807,病気,Q12136,floater,飛蚊症,"deposits of various size, shape, consistency, refractive index, and motility within the eye's vitreous humour, which is normally transparent",視覚に発生する現象,,H43.9,379.24,,
Q155857,病気,Q12136,rubella,風疹,human viral disease,風疹ウイルスにより伝染するウイルス感染症,D012409,,,,C0035920
Q486851,病気,Q12136,sleep paralysis,金縛り,phenomenon,睡眠麻痺,D020188,,,277180005,C0456511
Q160796,病気,Q12136,delirium,せん妄,"severe confusion that develops quickly, and often fluctuates in intensity",一時的に意識障害・認知機能の低下などが生じる精神状態,D003693,F05,780.09,,C0338644
Q156050,病気,Q12136,brucellosis,ブルセラ症,Human and animal disease,ブルセラ属の細菌への感染で発症する人獣共通感染症,D002006,,,,C0006309
Q595012,病気,Q12136,ephebophilia,エフェボフィリア,"sexual preference characterized by sexual attraction to adolescents, usually those in the range 15/16–18/19",15～19歳へ性的魅力を感じる性的嗜好,,,,,
Q338857,病気,Q12136,Minamata disease,水俣病,"a severe neurological disease caused by mercury poisoning, first discovered in the Japanese city of Minamata.",日本の公害病、メチル水銀による中毒性中枢神経系疾患,,T56.1,985.0,,C0265376
Q337554,病気,Q12136,heat stroke,熱射病,"failure of the body to dissipate heat in an excessively hot environment, or during physical exertion",40℃を超える体温とせん妄を生じさせる重度の熱中症の一つ,D018883,T67.0,,,C0018843
Q490123,病気,Q12136,causes of schizophrenia,統合失調症の原因,risk factors related to schizophrenia,統合失調症の発病因子と考えられる仮説・要素,,,,,
Q157661,病気,Q12136,hepatitis A,A型肝炎,acute infectious disease of the liver,食品が媒介するウイルス性肝炎,D006506,B15,070.0,40468003,C0019159
Q494066,病気,Q12136,experimental autoimmune encephalomyelitis,実験的自己免疫性脳脊髄炎,Animal model of brain inflammation,脳炎の動物実験モデル,D004681,,,,C0014072
Q558623,病気,Q12136,aphakia,無水晶体症,condition where the eye lacks a lens,水晶体が目にない状態,D001035,Q12.3,379.31,,C0003534
Q555631,病気,Q12136,earworm,イヤーワーム,catchy piece of music that continually repeats through a person's mind after it is no longer playing,歌または音楽の一部分が心の中で強迫的に反復される現象,,,,,
Q309406,病気,Q12136,apathy,アパシー,state of indifference or the suppression of emotions; lack of interest or enthusiasm,感情がなくなった状態,D057565,,,,C0085632
Q523893,病気,Q12136,ichthyosis,魚鱗癬,"skin disease in which dry, scaly skin accumulates",先天的、または後天的な皮膚病の一種,D007057,Q80,757.1,,C0020757
Q117121,病気,Q12136,Wilson disease,肝レンズ核変性症,multisystem disease due to abnormal accumulation of copper,先天性銅代謝異常によって無機銅が代謝されずに蓄積し、大脳のレンズ核の変性と共に肝硬変・角膜輪等を生ずる疾患,D006527,,275.1,,C0019202
Q121041,病気,Q12136,appendicitis,虫垂炎,inflammation of the appendix,虫垂に炎症が起きている状態,D001064,,,74400008,C0003615
Q124407,病気,Q12136,type-1 diabetes,1型糖尿病,"autoimmune disease, a form of diabetes mellitus that occurs when insulin-producing cells are destroyed by the immune system",膵臓のインスリン産生細胞が自己免疫により破壊され、血糖値を下げる働きを持つインスリンの欠乏を原因とする、生活習慣とは無関係の糖尿病,D003922,E10,250.01,,C0011854
Q558077,病気,Q12136,Williams-Beuren syndrome,ウィリアムズ症候群,"neurodevelopmental disorder caused by a deletion of around 27 genes in chromosome 7, characterized by a broad forehead, underdeveloped chin, short nose, full cheeks, challenges with visual tasks, increased empathy and decreased aggression",まれな遺伝子疾患,D018980,Q93.8,758.9,,C0175702
Q129279,病気,Q12136,dysentery,赤痢,inflammation of the intestine causing diarrhea with blood,下痢や血便を主症状とする大腸の感染症,D004403,A03.9,,,C0013369
Q127664,病気,Q12136,febrile seizure,熱性けいれん,seizure associated with a high body temperature,温度が38°Cを超えると発生する発作,D003294,R56.0,,,C0009952
Q548213,病気,Q12136,neural tube defect,神経管閉鎖障害,congenital disorder of the nervous system,無脳症や二分脊椎など妊娠初期に起こる神経管の形成障害で起こる胎児の先天異常,D009436,Q05,742,,C0027794
Q129104,病気,Q12136,anthrax,炭疽症,infection caused by Bacillus anthracis bacteria,炭疽菌を病原体とする細菌感染症,D000881,,,409498004,C0003175
Q309067,病気,Q12136,motion sickness,乗り物酔い,condition in which a disagreement exists between visually perceived movement and the vestibular system's sense of movement,各種の乗り物が発する揺れなどによって、三半規管が刺激されることで起こる身体の諸症状,D009041,,,,C0026603
Q304601,病気,Q12136,myiasis,ハエ蛆症,parasitic ectoparasitic infectious disease that is caused by parasitic dipterous fly larvae (maggots) feeding on the host's necrotic or living tissue,ハエの幼虫が生きた哺乳類の体内に侵入することによって発生する感染症,D009198,,,,C0027030
Q432462,病気,Q12136,Takayasu's arteritis,高安動脈炎,"large vessel granulomatous vasculitis, massive intimal fibrosis and vascular narrowing.",大動脈に炎症が起こる自己免疫疾患,D013625,,,,C0003490
Q1671614,病気,Q12136,intrusive thought,侵入思考,"unwelcome involuntary thought, image, or unpleasant idea that may become an obsession",強迫的な性格を有する、望まない非自発的な思考、イメージ、不愉快な考え,,,,,
Q164727,病気,Q12136,ornithosis,オウム病,disease,主に鳥類経由で気道感染症を引き起こす人獣共通感染症,D009956,,,,C0029291
Q164818,病気,Q12136,Q fever,Q熱,disease caused by infection with Coxiella burnetii,人獣共通感染症の1つ,D011778,,,,C0034362
Q207133,病気,Q12136,Klinefelter's syndrome,クラインフェルター症候群,human chromosomal condition,性分化疾患に分類される一連の症候群,D007713,,,405770005,C0022735
Q181831,病気,Q12136,ciguatera,シガテラ,foodborne illness,プランクトンが産生する毒素によって発生する食中毒のひとつ,D036841,T61.0,988.0,,C0008775
Q608259,病気,Q12136,trichotillomania,抜毛症,impulse control disorder with uncontrollable hair pulling,正常な毛を引き抜いてしまう精神障害のひとつ,D014256,F63.3,312.39,,C0040953
Q181876,病気,Q12136,metastasis,転移,spread of a disease inside a body,腫瘍細胞が原発病変とは違う場所に到達し、そこで再び増殖し、同一種類の腫瘍を二次的に生じること,D009362,,,,C0027627
Q1812920,病気,Q12136,adult attention deficit hyperactivity disorder,大人のADHD,the neurobiological condition of attention deficit hyperactivity disorder (ADHD) in adults,多動性のみ幼少期よりも改善した状態のADHD,,,,,
Q181843,病気,Q12136,necrophilia,屍姦,"pathological attraction to dead bodies, especially sexual attraction or intercourse",死体と性交すること、または死体に欲情する性的嗜好のこと,,F65.8,,,
Q206901,病気,Q12136,amyotrophic lateral sclerosis,筋萎縮性側索硬化症,rare neurodegenerative disease with amyotrophy and progressive paralysis,筋肉の萎縮と筋力低下をもたらす神経変性疾患,D000690,,335.20,,C0002736
Q153861,病気,Q12136,tularemia,野兎病,"primary bacterial infectious disease that has material basis in Francisella tularensis, which is transmitted by dog tick bite (Dermacentor variabilis), transmitted by deer flies (Chrysops sp) or transmitted by contact with infected animal tissues.",野兎病菌Francisella tularensisを原因とする人獣共通感染症,D014406,A21,,,C0029835
Q335555,病気,Q12136,Sjögren's syndrome,シェーグレン症候群,hypersensitivity reaction type II disease affecting the exocrine glands,自己免疫疾患の一つ,D012859,,,,C0086981
Q332768,病気,Q12136,survivor guilt,サバイバーズ・ギルト,a mental condition that occurs when a person believes they have done something wrong by surviving a traumatic or tragic event when others did not,戦争や災害、事故、事件、虐待などから奇跡的に生還を遂げた人が「周りの人々が亡くなったのに自分が助かった」ことに対して感じる罪悪感,,,,,
Q478389,病気,Q12136,abnormal kyphosis,脊椎後彎症,abnormal convex curvature of the spine,人間の背中が丸まって内側へ反り、頭部が前方に出た姿勢になる現象,D007738,M40.2,737.1,414564002,C0022821
Q154666,病気,Q12136,bovine spongiform encephalopathy,牛海綿状脳症,counterpart in cattle to variant Creutzfeldt-Jakob disease,感染症の一つ,D016643,,,,C0085209
Q477502,病気,Q12136,complex post-traumatic stress disorder,複雑性PTSD,variant of post-traumatic stress disorder typically caused by ongoing abuse or stressful environment,長期反復的なトラウマ体験の後にしばしば見られる、感情などの調整困難を伴う心的外傷後ストレス障害,,,,,C2733207
Q476373,病気,Q12136,yips,イップス,condition of sudden skill or control loss in an athlete,主にスポーツの動作に支障をきたし、自分の思い通りの動きができなくなる症状,,,,,
Q167844,病気,Q12136,conjunctivitis,結膜炎,inflammation of the outermost layer of the eye and the inner surface of the eyelids,結膜にできる炎症,D003231,H10,,,C0009763
Q167264,病気,Q12136,Marburg virus disease,マールブルグ熱,human disease,マールブルグウイルスを原因とする、人獣共通感染症,D008379,A98.398.3,078.89,,C0024788
Q167178,病気,Q12136,scabies,疥癬,human disease,ヒゼンダニの寄生により発症する皮膚感染症のひとつ,D012532,B86,,,C0024710
Q3242773,病気,Q12136,phantom vibration syndrome,幻想振動症候群,Perception that one's mobile phone is vibrating or ringing when it is not,スマートフォンなどに着信が無いが、着信があった時のように振動したと錯覚する現象,,,,,
Q3030745,病気,Q12136,distomatosis,,group of parasitoses,ウィキメディアの曖昧さ回避ページ,D014201,,121.9,,C0040820
Q3025883,病気,Q12136,type 2 diabetes,2型糖尿病,type of diabetes mellitus with high blood sugar and insulin resistance,高血糖症、インスリン抵抗性、相対的インスリン不足が特徴の長期的代謝異常,D003924,E11,250.00,,C0011860
Q736776,病気,Q12136,tennis elbow,テニス肘,"condition caused by repetitive movements in which the outer elbow becomes sore and tender, sometimes involving inflammation or small tendon tears",テニスによって肘部に生じる疼痛性運動障害の総称,D013716,M77.1,726.32,,C0039516
Q738101,病気,Q12136,Condyloma,,disease,ウィキメディアの曖昧さ回避ページ,,A51.3,078.1,,
Q359288,病気,Q12136,Yushō disease,カネミ油症事件,mass poisoning in Japan,1960年代に日本で発生した油症事件,C536720,,,,C2931297
Q180266,病気,Q12136,scarlet fever,猩紅熱,human disease,連鎖球菌により媒介する発疹性の伝染病のひとつ,D012541,,,,C0036285
Q2725587,病気,Q12136,burusera,ブルセラ,"clothing paraphilia, sexualized attraction to the underwear or school uniforms",アダルトグッズとして流通する中古の学校用衣料品,,,,,
Q178275,病気,Q12136,1918-1920 flu pandemic,スペインかぜ,1918–1920 global influenza pandemic caused by the H1N1 influenza A virus,1918～1919年に世界的に流行したインフルエンザ,D064149,,,,C3658260
Q1895873,病気,Q12136,disorientation,失見当識,psychopathological symptom,見当識を失った状態,,R41.0,,,C0233407
Q216866,病気,Q12136,conjoined twins,結合双生児,twins physically joined in utero,体が結合している双生児,D014428,Q89.4,759.4,,C0041428
Q356033,病気,Q12136,adenocarcinoma,腺癌,"carcinoma that has material basis in abnormally proliferating cells, derives from epithelial cells, which originate in glandular tissue",腺組織に由来する癌,D000230,,,35917007,C0001418
Q1639228,病気,Q12136,Abby and Brittany Hensel,アビゲイル&ブリタニー・ヘンゼル姉妹,American conjoined twins,アメリカ合衆国の結合双生児,,,,,
Q1724539,病気,Q12136,congenital rubella syndrome,先天性風疹症候群,human disease,妊娠中の風疹ウイルス感染で生じ、胎児へ難聴・先天性心疾患・白内障などの先天性障害を発症させるウイルス感染症,D012410,P35.0,771.0,,C0035921
Q179951,病気,Q12136,strabismus,斜視,eyes not aligning when looking at something,目の症状のひとつ,D013285,,,,C0029831
Q633403,病気,Q12136,asthenia,無力症,symptom,筋力が弱くなる症状,D001247,,,,
Q223254,病気,Q12136,otitis media,中耳炎,otitis which involves inflammation of the middle ear,中耳に炎症が起こる病気,D010033,,,,C0029882
Q216211,病気,Q12136,hypertrophy,肥大,increase in the volume of an organ or tissue due to the enlargement of its component cells,組織あるいは器官が通常の容積よりも大きさを増した状態,D006984,,,56246009,C0020564
Q1878682,病気,Q12136,toxic epidermal necrolysis,中毒性表皮壊死症,Severe skin reaction,全身の皮膚表皮が真皮と分離して重篤な感染症を招く皮膚障害。スティーブンス・ジョンソン症候群(SJS)と連続した概念。,,L51.2,695.15,,C0014518
Q219102,病気,Q12136,Cushing's syndrome,クッシング症候群,adrenal gland overactivity caused by a tumor of the pituitary gland or by medication,慢性の糖質コルチコイド過剰による症候群,D003480,,,,
Q1951267,病気,Q12136,moya moya disease,もやもや病,cerebral arterial disease characterized by constriction of certain arteries at the base of the brain; blood flow is blocked by the constriction and also by blood clots,脳底部に異常血管網がみられる脳血管障害,D009072,,,,C0026654
Q180614,病気,Q12136,melanoma,悪性黒色腫,malignant neoplasm originating from melanocytes,皮膚、眼窩内組織、口腔粘膜上皮などに発生するメラノサイト由来の悪性腫瘍,D008545,C43.9,172.9,,C0025202
Q366886,病気,Q12136,psychopathy,精神病質,"personality disorder characterized by persistent antisocial behavior, impaired empathy and remorse, and bold, disinhibited, and egotistical traits",持続的な反社会的行動、共感力と反省力の低さ、大胆で抑制力のない利己的な人格を特徴とするパーソナリティ障害,,,,,
Q169922,病気,Q12136,fear of needles,注射恐怖症,phobia of medical procedures involving injections or needles,恐怖症の一種,,,,,
Q366868,病気,Q12136,congenital adrenal hyperplasia,先天性副腎過形成症,steroid inherited metabolic disorder that is characterized by adrenal insufficiency and variable degrees of hyper- or hypo-androgeny manifestations resulting from steroidogenic enzyme deficiency,副腎皮質におけるステロイドホルモンの産生過程に必要な酵素が先天的に欠損している常染色体潜性遺伝病,D000312,,,,C0001627
Q649340,病気,Q12136,Alice in Wonderland syndrome,不思議の国のアリス症候群,neuropsychological condition,ものの大きさに関する様々な主観的イメージの変容を引き起こす症候群,D062026,,,,C0854348
Q639776,病気,Q12136,cat-scratch disease,猫ひっかき病,human disease,猫から感染する人獣共通感染症の一つ,D002372,A28.1,078.3,,C0007361
Q1788847,病気,Q12136,high-functioning autism,高機能自閉症,"people with autism who are deemed to be cognitively ""higher functioning"" (with an IQ of 70 or greater) than other people with autism",自閉症スペクトラム障害のうち、知的障害はないものの言語障害はある発達障害,,,,,C3840214
Q221463,病気,Q12136,mesenteric ischemia,上腸間膜動脈血栓症,medical condition,消化管への血流が遮断されることにより消化管が壊死してしまう病気,D065666,K55.9,557.9,,C0267412
Q649558,病気,Q12136,Chagas disease,シャーガス病,human disease,原虫トリパノソーマ・クルージの感染を原因とする人獣共通感染症,D014355,,,,C0007932
Q1779312,病気,Q12136,urophagia,飲尿,consumption of urine,尿を飲むこと,,,,,
