qid,category,category_qid,en_label,ja_label,en_description,ja_description,mesh_id,icd10,icd9,snomed_id,umls_id
Q1790123,治療薬,Q179661,Krukenberg procedure,,medical technique for surgery,,,,,,
Q1642133,治療薬,Q179661,Schuessler mineral,シュスラーザルツ療法,kalium phosphoricum,,,,,,
Q1750760,治療薬,Q179661,kneippism,クナイプ式水浴療法,natural healing methods with the aim of maintaining or restoring human health according to Sebastian Kneipp,,,,,,
Q1256910,治療薬,Q179661,strumectomy,,,,,,,,
Q1402440,治療薬,Q179661,Feldenkrais Method,フェルデンクライスメソッド,guild regulated movement education complementary to physical therapy,,,,,,
Q1810912,治療薬,Q179661,Diphoterine,,first aid wash agent,,,,,,
Q1552556,治療薬,Q179661,Gua Sha,刮痧（かっさ）,Pseudomedic practice in traditional Chinese medicine,,,,,,
Q1423977,治療薬,Q179661,Kum Nye,,,,,,,,
Q1811527,治療薬,Q179661,eutony,,type of pseudomedicine,,,,,,
Q1523211,治療薬,Q179661,Sigmaresektion,,,,,,,,
Q1492781,治療薬,Q179661,galvanotherapy,,medical treatment,,,,,,
Q1243155,治療薬,Q179661,Doubling,,psychodrama technique,,,,,,
Q1426433,治療薬,Q179661,ozone therapy,血液クレンジング,unproven alternative medicine,,,,,,
Q1632975,治療薬,Q179661,Intestinal rehabilitation,,,,,,,,
Q1666676,治療薬,Q179661,post-isometric relaxation,,,,,,,,
Q1389369,治療薬,Q179661,FOLFIRI,FOLFIRI,chemotherapy regimen,,,,,,
Q1773988,治療薬,Q179661,starched bandages for fractures,,,,,,,,
Q1803662,治療薬,Q179661,Graz tube weaning model,,,,,,,,
Q1887872,治療薬,Q179661,painting therapy,,,,,,,,
Q1977579,治療薬,Q179661,Pratiloma ujjayi,,,,,,,,
Q1397866,治療薬,Q179661,fasciotomy,,"surgical procedure where fascia is cut, often to treat loss of circulation in tissue or muscle",,D000071938,,,,C0185188
Q2117997,治療薬,Q179661,Pulsating signal therapy,,,,,,,,
Q1641412,治療薬,Q179661,allergen immunotherapy,アレルゲン免疫療法,medical treatment for environmental allergies,,D003888,,,,C0162352
Q1278797,治療薬,Q179661,Intermittent pneumatic compression,,therapeutic technique,,,,,,C1998430
Q2008344,治療薬,Q179661,percutaneous coronary intervention,経皮的冠動脈形成術,medical techniques used to manage coronary occlusion,,D062645,,,,C1532338
Q1747674,治療薬,Q179661,speleotherapy,,form of alternative respiratory therapy,,D055161,,,,C2350293
Q1386195,治療薬,Q179661,orthomolecular medicine,オーソモレキュラー療法,form of alternative medicine,,D009974,,,,C0029340
Q1932004,治療薬,Q179661,token economy,トークン・エコノミー法,contingency management based on the systematic reinforcement of target behavior,,D014040,,,,C0040369
Q1854055,治療薬,Q179661,primal therapy,原初療法,Psychotherapy of Arthur Janov,,,,,,
Q1862470,治療薬,Q179661,Samanu,,yoga breathing technique,,,,,,
Q2002370,治療薬,Q179661,Insulin Therapy,インスリン療法,biosynthetic insulin used as injectable medication,,,,,,
Q1457976,治療薬,Q179661,halotherapy,ハロセラピー,Alternative medicine that uses salt and has no evidence nor scientific credibility.,,,,,,
Q1263718,治療薬,Q179661,sophrology,ソフロロジー,relaxation technique based on yoga,,,,,,
Q1933845,治療薬,Q179661,Microdermabrasion,,cosmetic procedure,,,,,,
Q1935882,治療薬,Q179661,polarity therapy,,alternative medicine,,,,,,
Q1897650,治療薬,Q179661,oligotherapy,,"Pseudomedic form of alternative medicine part of ""energy therapies"" techniques.",,,,,,
Q1647638,治療薬,Q179661,Active Hexose Correlated Compound,AHCC,dietary supplement,,,,,,
Q1420139,治療薬,Q179661,thalassotherapy,海洋療法,seawater therapy,,,,,,
Q1512385,治療薬,Q179661,cobalt therapy,,medical use of gamma rays from the radioisotope cobalt-60 to treat conditions,,,,,,
Q1903421,治療薬,Q179661,Gomukhāsana,,seated posture in hatha yoga,,,,,,
Q1774425,治療薬,Q179661,climatotherapy,気候療法,medical practice,,D013790,,,,C0039733
Q1261559,治療薬,Q179661,dry needling,,invasive procedure where a fine needle or acupuncture needle is inserted into the skin and muscle,,D000079245,,,,C0394648
Q1514021,治療薬,Q179661,hepatectomy,肝切除術,surgical excision of all or part of the liver,,D006498,,50.22,,C0019144
Q1951847,治療薬,Q179661,Psychotherapeutic Postural Integration,,type of bodywork,,,,,,
Q1956825,治療薬,Q179661,myrrh tincture,,,,,,,,C0978864
Q2062293,治療薬,Q179661,vagus nerve stimulation,迷走神経刺激,medical treatment that involves delivering electrical impulses to the vagus nerve.,,D055536,,,,C2350432
Q1973252,治療薬,Q179661,septoplasty,,corrective surgical procedure,,,,,,
Q1551008,治療薬,Q179661,group analysis,,method of group psychotherapy,,,,,,
Q1986377,治療薬,Q179661,sama vritti,,Pranayama technique,,,,,,
Q1644347,治療薬,Q179661,audiologist,聴能学,health professional in hearing and other auditory problems such as tinnitus and balance,,D000072018,,,,C0175838
Q2000277,治療薬,Q179661,insulin pen,,pharmaceutical device,,,,,,
Q2088128,治療薬,Q179661,Siddhasana,,seated meditation posture in hatha yoga,,,,,,
Q1759552,治療薬,Q179661,transurethral resection of the prostate,経尿道的前立腺切除術,surgical procedure to perform a prostatectomy,,D020728,,,,
Q1660148,治療薬,Q179661,immunoadsorption,,techniques for removal by adsorption and subsequent elution of a specific antibody or antigen using an immunosorbent containing the homologous antigen or antibody,,D007163,,,,C0021074
Q1492797,治療薬,Q179661,galvanism,ガルヴァーニ電気,early study of the electrical properties of animal tissue,,,,,,
Q2019129,治療薬,Q179661,Shavasana,,relaxing reclining posture in hatha yoga,,,,,,
Q1490242,治療薬,Q179661,palliative sedation,緩和的鎮静,sedation technique,,,,,,
Q1567507,治療薬,Q179661,traditional Tibetan medicine,チベット医学,traditional medical system,,D038861,,,,C1136246
Q1574322,治療薬,Q179661,hand-raising,,animal husbandry by humans,,,,,,
Q2034423,治療薬,Q179661,Osmotherapy,,medical treatment for cerebral edema,,,,,,
Q1891605,治療薬,Q179661,behavioral activation,行動活性化,behavior therapy for treating depression,,,,,,
Q2115980,治療薬,Q179661,psychoeducation,心理教育,providing info to patients to help them better understand and cope with illness,,,,,,
Q2043002,治療薬,Q179661,Vajrasana,,asana in yoga,,,,,,
Q1345789,治療薬,Q179661,drug detoxification,薬物の解毒,Medical intervention to drug overdose,,,,,,C0204600
Q1514380,治療薬,Q179661,posturology,,"Posturology is defined as the study of the postural system, that is, the system responsible for ensuring the body's balance and providing spatial notions. It is very important, as it plays a fundamental role in the execution of body movements.",,,,,,
Q1439271,治療薬,Q179661,hepatoportoenterostomy,肝門部空腸吻合術,surgical procedure that involves opening a long-term hole in part of the liver,,D011171,,,,C0032722
Q1327643,治療薬,Q179661,functional electrical stimulation,,technique that uses low-energy electrical pulses,,,,,,
Q1459370,治療薬,Q179661,Soteria,,alternative inpatient treatment of people in psychotic crises,,,,,,
Q2102968,治療薬,Q179661,Mensendieck system,,therapeutic gym teaching methodology,,,,,,
Q1640759,治療薬,Q179661,gemmotherapy,,Form of alternative herbal medicine considered pseudomedicine,,,,,,
Q1872556,治療薬,Q179661,photobiomodulation,低出力レーザー療法,treatment using irradiation with light of low power intensity,,D028022,,,,C0279027
Q1595499,治療薬,Q179661,charmstone,チャームストーン,stone or mineral artifact of various types,,,,,,
Q1716829,治療薬,Q179661,educational therapy,,medical intervention,,,,,,
Q2121528,治療薬,Q179661,Bhastrika,,Breath exercise in yoga,,,,,,
Q1303078,治療薬,Q179661,autohemotherapy,自己血液療法,"therapy using a patient's own blood, with various forms from quackery to low-evidence medicine",,,,,,
Q1821095,治療薬,Q179661,shilajit,シラジット,"thick, sticky tar-like substance",,,,,,
Q1665395,治療薬,Q179661,Integral yoga,,The Yoga-based philosophy and practice of Sri Aurobindo and The Mother (Mirra Alfassa).,,,,,,
Q1931705,治療薬,Q179661,menopausal hormone therapy,,treatment for menopausal women,,,N95.0,627.2,,
Q1971438,治療薬,Q179661,therapeutic touch,セラピューティック・タッチ,placing of the hands of a healer on the person to be cured with intent,,D019124,,,,
Q1664628,治療薬,Q179661,resection,,removal by surgery of all or part of an organ or other body structure,,,,,,
Q1391333,治療薬,Q179661,Fachklinik und Moorbad Bad Freienwalde,,hospital,,,,,,
Q1385716,治療薬,Q179661,eye movement desensitization and reprocessing,EMDR,controversial form of psychotherapy in which the patient recalls traumatic stimuli while doing eye or hand movements,,D057169,,,,C0870535
Q1779148,治療薬,Q179661,colectomy,結腸切除術,bowel resection of the colon,,D003082,,,,C0009274
Q1435089,治療薬,Q179661,focusing,フォーカシング,psychotherapeutic technique,,,,,,
Q1931354,治療薬,Q179661,Orgone,オルゴン,pseudoscientific concept by Wilhelm Reich,,,,,,
Q4387545,治療薬,Q179661,Johrei,浄霊,type of energy healing,,,,,,
Q4430301,治療薬,Q179661,sociodrama,,psycho-therapeutic method,,,,,,
Q5743362,治療薬,Q179661,heroin-assisted treatment,,medical treatment,,,,,,
Q5508807,治療薬,Q179661,functional analytic psychotherapy,,"clinical psychotherapy that uses a ""radical behaviorist"" position",,,,,,
Q4454641,治療薬,Q179661,tendonectomy,,surgical cutting of tendons,,,,,,
Q4456161,治療薬,Q179661,terrenkur,,method of sanatorium treatment,,,,,,
Q4749522,治療薬,Q179661,Amygdalohippocampectomy,,medical intervention,,,,,,
Q4641039,治療薬,Q179661,5:2 diet,5：2ダイエット,,,,,,,
Q4778775,治療薬,Q179661,aortopexy,,surgical procedure,,,,,,
Q5038717,治療薬,Q179661,cardiopulmonary rehabilitation,,medical service,,D000072038,,,,C0700431
Q6500082,治療薬,Q179661,pigeon racing at the 1900 Summer Olympics,,demonstration event,,,,,,
Q5366454,治療薬,Q179661,Elmendorf Farm,エルメンドルフファーム,"Fayette County, Kentucky",,,,,,
Q5566650,治療薬,Q179661,Glanuloplasty,亀頭形成術,,,,,,,
Q5577112,治療薬,Q179661,Goeckerman therapy,,regimen for treatment of moderate to severe plaque psoriasis,,,,,,
Q5365342,治療薬,Q179661,Hijama,,a type of alternative medical procedure,,,,,,
Q5602214,治療薬,Q179661,GreenLight Laser Therapy,,Therapeutic procedure,,,,,,
Q5009326,治療薬,Q179661,CBV,,chemotherapy regimen,,,,,,
Q5969522,治療薬,Q179661,ICE chemotherapy regimen,,cancer treatment,,,,,,
Q5358103,治療薬,Q179661,electromagnetic therapy,,,,,,,,
Q5922686,治療薬,Q179661,Hoxsey Therapy,,alternative medical treatment,,,,,,
Q5502819,治療薬,Q179661,frenulectomy of the penis,,medical condition,,,N48.8,607.8,,
Q5970794,治療薬,Q179661,IFL chemotherapy regimen,,chemotherapy regimen,,,,,,
Q4078468,治療薬,Q179661,barotherapy,,,,,,,,
Q4086014,治療薬,Q179661,chaga mushroom extract,,,,,,,,
Q4170871,治療薬,Q179661,duodenal probe,,,,,,,,
Q4252985,治療薬,Q179661,selective fetoscopic laser photocoagulation,,,,,,,,
Q5376563,治療薬,Q179661,endovascular aneurysm repair,,surgery used to treat abdominal aortic aneurysm,,D000094682,,,,
Q4532315,治療薬,Q179661,triple therapy,,,,,,,,
Q4672365,治療薬,Q179661,Acceptable behaviour contract,,,,,,,,
Q4782758,治療薬,Q179661,Aquarium therapy,,,,,,,,
Q4135177,治療薬,Q179661,hemoadsorption,,blood therapy,,,,,,
Q4759442,治療薬,Q179661,Androgen suppression,,medical treatment to suppress or block male sex hormones,,,,,,
Q5189533,治療薬,Q179661,Crown stallion system,,,,,,,,
Q5420064,治療薬,Q179661,Exercise therapy for idiopathic inflammatory myopathies,,,,,,,,
Q5903581,治療薬,Q179661,Horizontal mattress stitch,,suture technique,,,,,,
Q5786718,治療薬,Q179661,Hepatic radioembolization,,,,,,,,C2584483
Q4797394,治療薬,Q179661,Artefill,,Injectable wrinkle filler,,,,,,
Q4800969,治療薬,Q179661,articulatory technique,,Osteopathic Manipulative Treatment technique,,,,,,
Q6063795,治療薬,Q179661,Ionotophoresis,,,,,,,,
Q4820030,治療薬,Q179661,auditory integration training,,developing treatment for auditory disorders,,,,,,
Q4529664,治療薬,Q179661,fluid replacement,補液,medical practice of replenishing bodily fluid lost,,D005440,,,,C0016286
Q5103227,治療薬,Q179661,Chlorproguanil/dapsone,,combination drug,,,,,,
Q5104534,治療薬,Q179661,Chondroitinase treatment,,medical intervention,,,,,,
Q5619805,治療薬,Q179661,Gurah,,Javanese health treatment,,,,,,
Q5893701,治療薬,Q179661,Honey massage,,soft tissue massage,,,,,,
Q5957509,治療薬,Q179661,Hyper-CVAD,,chemotherapy regimen,,C064396,,,,
Q5903784,治療薬,Q179661,oncological hormonal therapy,内分泌療法,hormone therapy for cancer; manipulation of the endocrine system through exogenous or external administration of specific hormones or hormone antagonists to cause certain cancers to cease growing or undergo cell death,,,,,,
Q5903802,治療薬,Q179661,transgender hormone therapy,トランスジェンダー・ホルモン療法,form of HRT in which sex hormones and other hormonal medications are administered to transgender or gender variant individuals for the purpose of more closely aligning their secondary sexual characteristics with their gender identity,,,,,,
Q5637166,治療薬,Q179661,hack,ハッキング,training method for young falcons,,,,,,
Q4713308,治療薬,Q179661,Alcohol septal ablation,,minimally invasive procedure for reducing left ventricular outflow tract gradients,,,,,,C2584460
Q4759439,治療薬,Q179661,androgen deprivation therapy,アンドロゲン遮断療法,common component of treatment for prostate cancer,,,,,,
Q5282844,治療薬,Q179661,Distal splenorenal shunt procedure,,medical procedure,,,,,,
Q6042248,治療薬,Q179661,insulin potentiation therapy,,unproven alternative cancer treatment,,,,,,
Q5198945,治療薬,Q179661,Cyclophosphamide Methotrexate Fluorouracil,,chemotherapy regimen,,,,,,
Q5206218,治療薬,Q179661,DT-PACE,,chemotherapy regimen,,,,,,
Q5113977,治療薬,Q179661,Chronic fatigue syndrome treatment,,review of the topic,,,,,,
Q6085295,治療薬,Q179661,preputioplasty,,plastic surgical operation,,,,,,
Q6088183,治療薬,Q179661,Issels treatment,,Alternative cancer treatment,,,,,,
Q5045596,治療薬,Q179661,carpal tunnel surgery,,surgery to relieve carpal tunnel syndrome,,,,,,
Q5065757,治療薬,Q179661,Cevira,,Type of cancer treatment,,,,,,
Q6298197,治療薬,Q179661,sclerotherapy,硬化療法,shrinking of the varicose blood vessels by the injection of medicine,,D015911,,,,C0036435
Q4386581,治療薬,Q179661,incest between twins,ツインセスト,,,,,,,
Q3960247,治療薬,Q179661,Bonifacio serum,,"alternative anti-cancer remedy, prepared from goat feces and urine, proposed by the Italian veterinary Liborio Bonifacio (1908-1983)",,,,,,
Q4031890,治療薬,Q179661,5Rhythms,,method for meditation through movement,,,,,,
Q5494007,治療薬,Q179661,Fraxel,,medical treatment,,,,,,
Q4135101,治療薬,Q179661,helminthic therapy,寄生虫療法,treatment of immune system diseases by deliberate infestation with helminths,,D061147,,,,C3179071
Q5114262,治療薬,Q179661,chronotherapy,,use of circadian or other rhythmic cycles of a condition's symptoms in applying therapy,,D019454,,,,C0376626
Q5144724,治療薬,Q179661,Coley's toxins,コーリーの毒,,,,,,,
Q6421881,治療薬,Q179661,Knee taping,,medical intervention,,,,,,
Q5172254,治療薬,Q179661,Coronectomy,,treatment in dentistry,,,,,,
Q4113868,治療薬,Q179661,Wobenzym,,enzyme mixture,,,,,,
Q5182148,治療薬,Q179661,cranioplasty,,Surgical operation on skull,,,,,,
Q5322585,治療薬,Q179661,Extracorporeal Blood Oxygenation and Ozonation,,Medical treatment,,,,,,
Q4462424,治療薬,Q179661,mastoidectomy,乳突洞削開術,surgery for mastoidits,,D000074406,,,,
Q6493028,治療薬,Q179661,Laser ablation of thyroid nodules,,medical intervention,,,,,,
Q4226194,治療薬,Q179661,Coding,,Russian alternative therapeutic methods used to treat addictions,,,,,,
Q6100763,治療薬,Q179661,Cinema therapy,映画療法,form of therapy using movies,,,,,,
Q5297645,治療薬,Q179661,Dore Programme,,"brain training program for learning, attention, and social difficulties",,,,,,
Q5147614,治療薬,Q179661,collyrium,,"curative patch for eyes, stamped with signaculum oculariorum",,,,,,
Q6269526,治療薬,Q179661,Joint manipulation,,passive movement of a skeletal joint,,,,,,
Q5311595,治療薬,Q179661,Duct tape occlusion therapy,,method for treating warts by keeping them covered with duct tape for an extended period,,,,,,
Q5358035,治療薬,Q179661,Electrohomeopathy,,19th-century pseudoscientific cancer treatment,,,,,,
Q5381548,治療薬,Q179661,enzyme potentiated desensitization,,allergy treatment,,,,,,
Q5611754,治療薬,Q179661,Growth hormone treatment,成長ホルモン療法,Type of hormone therapy,,,,,,
Q5420061,治療薬,Q179661,exercise prescription,,specific plan of fitness-related activities that are designed for a specified purpose,,,,,,
Q5420659,治療薬,Q179661,exorcism of Roland Doe,,series of exorcisms on an anonymous boy,,,,,,
Q5985390,治療薬,Q179661,ice bath,氷水浴,immersion in a body of ice water or ice,,,,,,
Q5456188,治療薬,Q179661,Five Wishes,,Living will and health care power of attorney document,,,,,,
Q6458680,治療薬,Q179661,LILFU,,Medical treatment,,,,,,
Q5332957,治療薬,Q179661,eclectic medicine,折衷医療,"19th century combination of herbalism, physical therapies and other substances",,D027681,,,,C0949807
Q6151648,治療薬,Q179661,transfaunation,,transfer of digestive microbiota,,,,,,
Q6657106,治療薬,Q179661,live blood analysis,,alternative medical diagnostic method,,,,,,
Q6693960,治療薬,Q179661,lower segment cesarean section,子宮下部帝王切開,Type of caesarean section,,,,,788180009,C0195620
Q27824988,治療薬,Q179661,kososan,香蘇散,Kampo drug,,,,,,
Q27824996,治療薬,Q179661,kyukikyogaito,芎帰膠艾湯,Kampo drug,,,,,,
